seed,source,k,operator,subject,n,accuracy,macro_f1,nll,brier,confidence,mean_l1_to_k1,prediction_flip_rate
0,M2,5,cpsa,9,311,0.74919614147909963,0.56872614214225015,0.62948232889175415,0.34332692623138428,0.73192328214645386,0.33741503953933716,0.18971061093247588
0,M2,5,cpsa,10,306,0.76797385620915037,0.68108534354684813,0.51074427366256714,0.28668701648712158,0.77240860462188721,0.31683167815208435,0.19281045751633988
0,M2,5,cpsa,12,340,0.90588235294117647,0.77767866766115012,0.29661127924919128,0.15413039922714233,0.82972127199172974,0.18333412706851959,0.070588235294117646
0,M2,5,cpsa,13,348,0.90517241379310343,0.82798308072030702,0.27516889572143555,0.14372922480106354,0.83459615707397461,0.1988174170255661,0.086206896551724144
0,M2,5,cpsa,18,403,0.88089330024813894,0.76712407812590133,0.36590674519538879,0.188282310962677,0.82482904195785522,0.18733209371566772,0.074441687344913146
0,M2,5,cpsa,20,384,0.80989583333333337,0.63971031676404089,0.47265997529029846,0.26771438121795654,0.77643567323684692,0.2732909619808197,0.1640625
0,M2,5,cpsa,24,410,0.90000000000000002,0.80373812502951614,0.34692665934562683,0.17123822867870331,0.84925717115402222,0.15959693491458893,0.04878048780487805
0,M2,8,cpsa,2,324,0.88580246913580252,0.64043791402815842,0.31020405888557434,0.16944949328899384,0.83965039253234863,0.23065586388111115,0.089506172839506168
0,M2,8,cpsa,4,336,0.8660714285714286,0.67139963418708881,0.35244637727737427,0.18744257092475891,0.81044912338256836,0.24271179735660553,0.11607142857142858
0,M2,8,cpsa,9,311,0.69453376205787787,0.49018581559072966,0.68885201215744019,0.38653245568275452,0.7317461371421814,0.41793301701545715,0.24758842443729903
0,M2,8,cpsa,10,306,0.77450980392156865,0.683092476188074,0.53732407093048096,0.30978724360466003,0.77454251050949097,0.39304742217063904,0.22875816993464052
0,M2,8,cpsa,12,340,0.88529411764705879,0.77814721807035159,0.3335968554019928,0.18034131824970245,0.82017874717712402,0.22721393406391144,0.091176470588235289
0,M2,8,cpsa,13,348,0.87643678160919536,0.77038361716403392,0.31276294589042664,0.17230163514614105,0.82853943109512329,0.24593256413936615,0.11494252873563218
0,M2,8,cpsa,18,403,0.85856079404466501,0.71144652737127789,0.39262917637825012,0.20500849187374115,0.81505626440048218,0.23267892003059387,0.10669975186104218
0,M2,8,cpsa,20,384,0.7890625,0.63715808499196525,0.52685290575027466,0.30306577682495117,0.77205777168273926,0.33621108531951904,0.1953125
0,M2,8,cpsa,24,410,0.8878048780487805,0.80469764875561267,0.38094243407249451,0.19174621999263763,0.84074676036834717,0.19498029351234436,0.070731707317073164
0,M2,16,cpsa,2,324,0.85493827160493829,0.60233981309645446,0.3482820987701416,0.19439519941806793,0.83488917350769043,0.27128210663795471,0.12345679012345678
0,M2,16,cpsa,4,336,0.84226190476190477,0.65853059229235633,0.39808055758476257,0.21700441837310791,0.80930602550506592,0.28956127166748047,0.14285714285714285
0,M2,16,cpsa,9,311,0.63987138263665599,0.45559636544120879,0.77574902772903442,0.44777524471282959,0.74070549011230469,0.50740575790405273,0.31832797427652731
0,M2,16,cpsa,10,306,0.75816993464052285,0.66982975326613137,0.58937150239944458,0.34935182332992554,0.78312838077545166,0.478106290102005,0.2908496732026144
0,M2,16,cpsa,12,340,0.83823529411764708,0.75455683311249067,0.38275527954101562,0.21387138962745667,0.81416642665863037,0.27498286962509155,0.14411764705882352
0,M2,16,cpsa,13,348,0.8477011494252874,0.74086975954192402,0.36508664488792419,0.20942473411560059,0.82502484321594238,0.29728072881698608,0.14367816091954022
0,M2,16,cpsa,18,403,0.84367245657568235,0.68669982157384268,0.42777913808822632,0.22818012535572052,0.80684870481491089,0.28330206871032715,0.13399503722084366
0,M2,16,cpsa,20,384,0.75520833333333337,0.61922053413026013,0.6000063419342041,0.34784713387489319,0.77033752202987671,0.40427610278129578,0.23697916666666666
0,M2,16,cpsa,24,410,0.87560975609756098,0.7979128404865814,0.42303416132926941,0.21658806502819061,0.83205598592758179,0.23308232426643372,0.082926829268292687
0,M2,32,cpsa,2,324,0.8364197530864198,0.57589672015879623,0.37647336721420288,0.21135184168815613,0.8339342474937439,0.29546841979026794,0.1419753086419753
0,M2,32,cpsa,4,336,0.83333333333333337,0.6538006173165728,0.43364888429641724,0.23776848614215851,0.80962002277374268,0.31805205345153809,0.15178571428571427
0,M2,32,cpsa,9,311,0.62057877813504825,0.4415271915265922,0.85210436582565308,0.49484193325042725,0.75119918584823608,0.5642051100730896,0.34083601286173631
0,M2,32,cpsa,10,306,0.74183006535947715,0.65799348816968173,0.64556574821472168,0.38269481062889099,0.793140709400177,0.5322001576423645,0.30392156862745096
0,M2,32,cpsa,12,340,0.83235294117647063,0.78058691374782996,0.42143109440803528,0.23752428591251373,0.81374961137771606,0.30459219217300415,0.1588235294117647
0,M2,32,cpsa,13,348,0.83045977011494254,0.73183257795062762,0.40886160731315613,0.23588725924491882,0.82513850927352905,0.32913672924041748,0.16091954022988506
0,M2,32,cpsa,18,403,0.82382133995037221,0.67661089447650247,0.45463871955871582,0.24605453014373779,0.80417251586914062,0.31568706035614014,0.15136476426799009
0,M2,32,cpsa,20,384,0.7421875,0.61279596625174204,0.65965396165847778,0.37977114319801331,0.77179306745529175,0.44653186202049255,0.25
0,M2,32,cpsa,24,410,0.86585365853658536,0.79294169814847837,0.45386219024658203,0.2337850034236908,0.82763642072677612,0.25668305158615112,0.092682926829268292
0,M2,64,cpsa,2,324,0.83333333333333337,0.57698116663315102,0.39525392651557922,0.22148141264915466,0.83377790451049805,0.3088417649269104,0.14814814814814814
0,M2,64,cpsa,4,336,0.8214285714285714,0.64741817832453297,0.45895394682884216,0.2504410445690155,0.81042826175689697,0.33400407433509827,0.16369047619047619
0,M2,64,cpsa,9,311,0.61736334405144699,0.43999097763517175,0.91255289316177368,0.52513110637664795,0.7586401104927063,0.59690845012664795,0.36334405144694532
0,M2,64,cpsa,10,306,0.71895424836601307,0.64484383670987377,0.69739288091659546,0.40495419502258301,0.79983353614807129,0.56333673000335693,0.3235294117647059
0,M2,64,cpsa,12,340,0.8294117647058824,0.77932913684800731,0.44922143220901489,0.25198853015899658,0.8134772777557373,0.32135787606239319,0.16176470588235295
0,M2,64,cpsa,13,348,0.81896551724137934,0.72559432923273903,0.44268903136253357,0.25214758515357971,0.82606911659240723,0.34718763828277588,0.17241379310344829
0,M2,64,cpsa,18,403,0.80645161290322576,0.66775921781514391,0.47291576862335205,0.25773888826370239,0.80369812250137329,0.33447569608688354,0.17121588089330025
0,M2,64,cpsa,20,384,0.72395833333333337,0.60369772754874218,0.70489960908889771,0.39964351058006287,0.77347373962402344,0.47058477997779846,0.265625
0,M2,64,cpsa,24,410,0.85853658536585364,0.78904138596569462,0.4743691086769104,0.24434491991996765,0.82557350397109985,0.27011111378669739,0.10000000000000001
0,M2,100,cpsa,2,324,0.83024691358024694,0.552484829636814,0.40347582101821899,0.22546389698982239,0.83377128839492798,0.31389942765235901,0.15123456790123457
0,M2,100,cpsa,4,336,0.81845238095238093,0.64582966320390778,0.47066044807434082,0.25548017024993896,0.81087124347686768,0.34007653594017029,0.16666666666666666
0,M2,100,cpsa,9,311,0.61736334405144699,0.4400688957507139,0.94267946481704712,0.53748893737792969,0.76178908348083496,0.60953742265701294,0.36655948553054662
0,M2,100,cpsa,10,306,0.71895424836601307,0.6450022317619114,0.72650712728500366,0.4141659140586853,0.80279433727264404,0.57535457611083984,0.33006535947712418
0,M2,100,cpsa,12,340,0.81764705882352939,0.77297482187689193,0.46219742298126221,0.25774317979812622,0.81346738338470459,0.32777509093284607,0.17352941176470588
0,M2,100,cpsa,13,348,0.81896551724137934,0.72559432923273903,0.4597606360912323,0.25863039493560791,0.82645988464355469,0.35410046577453613,0.17241379310344829
0,M2,100,cpsa,18,403,0.80148883374689828,0.6650738098973098,0.4809211790561676,0.26256775856018066,0.80403202772140503,0.34176886081695557,0.17866004962779156
0,M2,100,cpsa,20,384,0.71875,0.60126947247449547,0.72730398178100586,0.40765294432640076,0.77443164587020874,0.47983011603355408,0.27083333333333331
0,M2,100,cpsa,24,410,0.85609756097560974,0.78779101138778529,0.48318949341773987,0.24857844412326813,0.82496052980422974,0.27527326345443726,0.1024390243902439
1,M1,1,late_product,2,324,0.96296296296296291,0.7900654413812308,0.075974926352500916,0.044763222336769104,0.9639815092086792,0,0
1,M1,1,late_product,4,336,0.9464285714285714,0.86308774878550765,0.13761541247367859,0.081652171909809113,0.95922505855560303,0,0
1,M1,1,late_product,9,311,0.85209003215434087,0.6192158175143665,0.43584391474723816,0.22834905982017517,0.94303357601165771,0,0
1,M1,1,late_product,10,306,0.83660130718954251,0.6330102292909453,0.53028905391693115,0.25817865133285522,0.93026494979858398,0,0
1,M1,1,late_product,12,340,0.95294117647058818,0.71364738078437828,0.14337056875228882,0.07029058039188385,0.96986091136932373,0,0
1,M1,1,late_product,13,348,0.97413793103448276,0.8792104438656162,0.11890945583581924,0.038861185312271118,0.97525167465209961,0,0
1,M1,1,late_product,18,403,0.9330024813895782,0.79621769477946847,0.2552352249622345,0.10678884387016296,0.96125268936157227,0,0
1,M1,1,late_product,20,384,0.9375,0.78674030003454887,0.16486600041389465,0.08499801903963089,0.95738917589187622,0,0
1,M1,1,late_product,24,410,0.97317073170731705,0.81792046337500868,0.16025309264659882,0.042950049042701721,0.97675663232803345,0,0
1,M1,2,late_product,2,324,0.93827160493827155,0.80499921225727666,0.16328752040863037,0.093397952616214752,0.96734732389450073,0.083555400371551514,0.037037037037037035
1,M1,2,late_product,4,336,0.93154761904761907,0.85496537165971598,0.17132703959941864,0.09442901611328125,0.96269214153289795,0.06518525630235672,0.038690476190476192
1,M1,2,late_product,9,311,0.8038585209003215,0.59753878635918423,0.82669860124588013,0.32447108626365662,0.95593500137329102,0.14385028183460236,0.064308681672025719
1,M1,2,late_product,10,306,0.76470588235294112,0.59466845514930566,1.2066397666931152,0.40651276707649231,0.96028578281402588,0.15993325412273407,0.088235294117647065
1,M1,2,late_product,12,340,0.94411764705882351,0.64631447522970475,0.18392927944660187,0.077911823987960815,0.97873550653457642,0.03611285611987114,0.014705882352941176
1,M1,2,late_product,13,348,0.97413793103448276,0.93406289990323754,0.1848299503326416,0.044840626418590546,0.98209023475646973,0.03905642032623291,0.020114942528735632
1,M1,2,late_product,18,403,0.92307692307692313,0.7734147983030687,0.42759218811988831,0.12256684899330139,0.97524529695510864,0.058505643159151077,0.034739454094292806
1,M1,2,late_product,20,384,0.93229166666666663,0.78489722409542573,0.23581190407276154,0.10373958200216293,0.96883887052536011,0.060993287712335587,0.033854166666666664
1,M1,2,late_product,24,410,0.96829268292682924,0.79259884053864171,0.2439228892326355,0.052812550216913223,0.99010968208312988,0.032530739903450012,0.0073170731707317077
1,M1,3,late_product,2,324,0.90123456790123457,0.77485145573380854,0.32562068104743958,0.15223716199398041,0.97508186101913452,0.14040334522724152,0.080246913580246909
1,M1,3,late_product,4,336,0.92261904761904767,0.85034022663903619,0.27144753932952881,0.12196493148803711,0.97204571962356567,0.11287699639797211,0.059523809523809521
1,M1,3,late_product,9,311,0.77813504823151125,0.5818902146183329,1.4295952320098877,0.39189127087593079,0.96601921319961548,0.22678549587726593,0.11897106109324759
1,M1,3,late_product,10,306,0.73202614379084963,0.57622937730001,2.0348856449127197,0.49429425597190857,0.97822582721710205,0.23101457953453064,0.12091503267973856
1,M1,3,late_product,12,340,0.94705882352941173,0.64805190267526813,0.24144469201564789,0.087224379181861877,0.98505616188049316,0.05572257936000824,0.023529411764705882
1,M1,3,late_product,13,348,0.96551724137931039,0.92927637385960382,0.26447591185569763,0.06281733512878418,0.98340761661529541,0.063810601830482483,0.028735632183908046
1,M1,3,late_product,18,403,0.91563275434243174,0.76873306166647248,0.62665039300918579,0.14200899004936218,0.98406314849853516,0.084743432700634003,0.042183622828784122
1,M1,3,late_product,20,384,0.921875,0.76520640539693241,0.35173043608665466,0.12706208229064941,0.97716426849365234,0.090074747800827026,0.044270833333333336
1,M1,3,late_product,24,410,0.96829268292682924,0.79259884053864171,0.29738301038742065,0.058209415525197983,0.99447542428970337,0.042718365788459778,0.0073170731707317077
1,M1,5,late_product,2,324,0.88888888888888884,0.75381522599264528,0.73708486557006836,0.20711861550807953,0.98988622426986694,0.18439646065235138,0.095679012345679007
1,M1,5,late_product,4,336,0.91369047619047616,0.84561433352357229,0.54186749458312988,0.15526005625724792,0.9824938178062439,0.16370818018913269,0.083333333333333329
1,M1,5,late_product,9,311,0.76527331189710612,0.5738724968988127,2.5727355480194092,0.43973299860954285,0.98195058107376099,0.27385193109512329,0.13504823151125403
1,M1,5,late_product,10,306,0.72222222222222221,0.57034579982462019,3.7280445098876953,0.55196475982666016,0.98684513568878174,0.27646052837371826,0.13071895424836602
1,M1,5,late_product,12,340,0.94705882352941173,0.64805190267526813,0.374970942735672,0.097731120884418488,0.99131667613983154,0.07422618567943573,0.029411764705882353
1,M1,5,late_product,13,348,0.9454022988505747,0.89177425769314489,0.38213840126991272,0.096774071455001831,0.99008733034133911,0.098140664398670197,0.048850574712643681
1,M1,5,late_product,18,403,0.90818858560794047,0.76496952721157629,0.92944353818893433,0.16200524568557739,0.98985785245895386,0.10722648352384567,0.049627791563275438
1,M1,5,late_product,20,384,0.90885416666666663,0.74683993873987342,0.58873343467712402,0.15399996936321259,0.98475170135498047,0.11839068681001663,0.059895833333333336
1,M1,5,late_product,24,410,0.96585365853658534,0.79104370338385688,0.40329623222351074,0.063791543245315552,0.99633520841598511,0.051654860377311707,0.0097560975609756097
1,M1,8,late_product,2,324,0.87962962962962965,0.74615401077265464,1.3957653045654297,0.22682450711727142,0.99451446533203125,0.20165160298347473,0.10493827160493827
1,M1,8,late_product,4,336,0.9017857142857143,0.819157906171326,0.96004152297973633,0.18434040248394012,0.98812305927276611,0.19688129425048828,0.095238095238095233
