seed,source,k,operator,class,support,recall,d_recall,prediction_flip_rate,mean_l1_to_k1
1,M1,100,late_mean,4,556,0.89388489208633093,-0.019784172661870492,0.070143884892086325,0.34452161192893982
1,M1,100,late_mean,5,545,0.95412844036697253,-0.003669724770642202,0.01834862385321101,0.42380088567733765
1,M1,100,late_mean,6,23,0.78260869565217395,0,0.086956521739130432,0.49966421723365784
1,M1,100,late_mean,7,10,0.90000000000000002,0,0,0.42847627401351929
1,M1,100,late_mean,8,32,0.625,0.09375,0.1875,0.39491915702819824
1,M1,100,late_mean,9,25,0.47999999999999998,-0.080000000000000071,0.12,0.34465134143829346
1,M1,100,late_mean,10,49,0.44897959183673469,-0.081632653061224525,0.16326530612244897,0.42890587449073792
1,M1,100,late_mean,11,27,0.51851851851851849,0.1111111111111111,0.14814814814814814,0.42270523309707642
1,M2,1,late_mean,0,496,0.9838709677419355,0,0,0
1,M2,1,late_mean,1,471,0.9426751592356688,0,0,0
1,M2,1,late_mean,2,420,0.95476190476190481,0,0,0
1,M2,1,late_mean,3,508,0.86220472440944884,0,0,0
1,M2,1,late_mean,4,556,0.91366906474820142,0,0,0
1,M2,1,late_mean,5,545,0.95779816513761473,0,0,0
1,M2,1,late_mean,6,23,0.78260869565217395,0,0,0
1,M2,1,late_mean,7,10,0.90000000000000002,0,0,0
1,M2,1,late_mean,8,32,0.53125,0,0,0
1,M2,1,late_mean,9,25,0.56000000000000005,0,0,0
1,M2,1,late_mean,10,49,0.53061224489795922,0,0,0
1,M2,1,late_mean,11,27,0.40740740740740738,0,0,0
1,M2,5,late_mean,0,496,0.80846774193548387,-0.17540322580645162,0.18346774193548387,0.15939094126224518
1,M2,5,late_mean,1,471,0.91932059447983017,-0.023354564755838636,0.11464968152866242,0.1630546897649765
1,M2,5,late_mean,2,420,0.87380952380952381,-0.080952380952380998,0.11190476190476191,0.14618226885795593
1,M2,5,late_mean,3,508,0.86023622047244097,-0.0019685039370078705,0.15354330708661418,0.26139786839485168
1,M2,5,late_mean,4,556,0.78417266187050361,-0.12949640287769781,0.17086330935251798,0.23432110249996185
1,M2,5,late_mean,5,545,0.67155963302752297,-0.28623853211009176,0.31743119266055048,0.28824165463447571
1,M2,5,late_mean,6,23,0.52173913043478259,-0.26086956521739135,0.2608695652173913,0.33983901143074036
1,M2,5,late_mean,7,10,0.80000000000000004,-0.099999999999999978,0.10000000000000001,0.29142165184020996
1,M2,5,late_mean,8,32,0.65625,0.125,0.15625,0.26859816908836365
1,M2,5,late_mean,9,25,0.76000000000000001,0.19999999999999996,0.35999999999999999,0.23440940678119659
1,M2,5,late_mean,10,49,0.61224489795918369,0.081632653061224469,0.30612244897959184,0.29171371459960938
1,M2,5,late_mean,11,27,0.33333333333333331,-0.07407407407407407,0.25925925925925924,0.28749644756317139
1,M2,100,late_mean,0,496,0.79032258064516125,-0.19354838709677424,0.19959677419354838,0.23435202240943909
1,M2,100,late_mean,1,471,0.90658174097664546,-0.036093418259023347,0.1316348195329087,0.23973888158798218
1,M2,100,late_mean,2,420,0.8571428571428571,-0.097619047619047716,0.13095238095238096,0.21493138372898102
1,M2,100,late_mean,3,508,0.82283464566929132,-0.039370078740157521,0.19881889763779528,0.38433247804641724
1,M2,100,late_mean,4,556,0.73920863309352514,-0.17446043165467628,0.21582733812949639,0.34452161192893982
1,M2,100,late_mean,5,545,0.60917431192660554,-0.34862385321100919,0.37981651376146791,0.42380088567733765
1,M2,100,late_mean,6,23,0.43478260869565216,-0.34782608695652178,0.39130434782608697,0.49966442584991455
1,M2,100,late_mean,7,10,0.59999999999999998,-0.30000000000000004,0.29999999999999999,0.42847639322280884
1,M2,100,late_mean,8,32,0.5,-0.03125,0.25,0.39491912722587585
1,M2,100,late_mean,9,25,0.71999999999999997,0.15999999999999992,0.40000000000000002,0.34465152025222778
1,M2,100,late_mean,10,49,0.61224489795918369,0.081632653061224469,0.30612244897959184,0.42890578508377075
1,M2,100,late_mean,11,27,0.22222222222222221,-0.18518518518518517,0.40740740740740738,0.42270523309707642
1,M1,1,cpsa,0,496,0.9838709677419355,0,0,0
1,M1,1,cpsa,1,471,0.92356687898089174,0,0,0
1,M1,1,cpsa,2,420,0.88809523809523805,0,0,0
1,M1,1,cpsa,3,508,0.87992125984251968,0,0,0
1,M1,1,cpsa,4,556,0.88848920863309355,0,0,0
1,M1,1,cpsa,5,545,0.95963302752293578,0,0,0
1,M1,1,cpsa,6,23,0.69565217391304346,0,0,0
1,M1,1,cpsa,7,10,0.90000000000000002,0,0,0
1,M1,1,cpsa,8,32,0.5,0,0,0
1,M1,1,cpsa,9,25,0.71999999999999997,0,0,0
1,M1,1,cpsa,10,49,0.61224489795918369,0,0,0
1,M1,1,cpsa,11,27,0.40740740740740738,0,0,0
1,M1,5,cpsa,0,496,0.98588709677419351,0.0020161290322580072,0.0020161290322580645,0.079684056341648102
1,M1,5,cpsa,1,471,0.89384288747346075,-0.029723991507430991,0.046709129511677279,0.14166803658008575
1,M1,5,cpsa,2,420,0.919047619047619,0.030952380952380953,0.064285714285714279,0.13467210531234741
1,M1,5,cpsa,3,508,0.75984251968503935,-0.12007874015748032,0.15944881889763779,0.25604069232940674
1,M1,5,cpsa,4,556,0.89028776978417268,0.0017985611510791255,0.064748201438848921,0.22189155220985413
1,M1,5,cpsa,5,545,0.95779816513761473,-0.0018348623853210455,0.01834862385321101,0.093001201748847961
1,M1,5,cpsa,6,23,0.78260869565217395,0.086956521739130488,0.086956521739130432,0.21662662923336029
1,M1,5,cpsa,7,10,0.90000000000000002,0,0,0.29377087950706482
1,M1,5,cpsa,8,32,0.59375,0.09375,0.125,0.25122693181037903
1,M1,5,cpsa,9,25,0.56000000000000005,-0.15999999999999992,0.20000000000000001,0.24107509851455688
1,M1,5,cpsa,10,49,0.48979591836734693,-0.12244897959183676,0.16326530612244897,0.2755638062953949
1,M1,5,cpsa,11,27,0.51851851851851849,0.1111111111111111,0.14814814814814814,0.27239337563514709
1,M1,100,cpsa,0,496,0.97782258064516125,-0.0060483870967742437,0.010080645161290322,0.10395605117082596
1,M1,100,cpsa,1,471,0.87898089171974525,-0.044585987261146487,0.061571125265392782,0.20240935683250427
1,M1,100,cpsa,2,420,0.919047619047619,0.030952380952380953,0.07857142857142857,0.196513831615448
1,M1,100,cpsa,3,508,0.71062992125984248,-0.1692913385826772,0.2125984251968504,0.38006424903869629
1,M1,100,cpsa,4,556,0.89388489208633093,0.0053956834532373765,0.077338129496402883,0.31734564900398254
1,M1,100,cpsa,5,545,0.95412844036697253,-0.0055045871559632475,0.020183486238532111,0.12011073529720306
1,M1,100,cpsa,6,23,0.78260869565217395,0.086956521739130488,0.086956521739130432,0.29654949903488159
1,M1,100,cpsa,7,10,0.90000000000000002,0,0,0.41446718573570251
1,M1,100,cpsa,8,32,0.625,0.125,0.15625,0.41752862930297852
1,M1,100,cpsa,9,25,0.47999999999999998,-0.23999999999999999,0.28000000000000003,0.37433373928070068
1,M1,100,cpsa,10,49,0.44897959183673469,-0.16326530612244899,0.20408163265306123,0.41614851355552673
1,M1,100,cpsa,11,27,0.51851851851851849,0.1111111111111111,0.18518518518518517,0.41195985674858093
1,M2,1,cpsa,0,496,0.9838709677419355,0,0,0
1,M2,1,cpsa,1,471,0.92356687898089174,0,0,0
1,M2,1,cpsa,2,420,0.88809523809523805,0,0,0
1,M2,1,cpsa,3,508,0.87992125984251968,0,0,0
1,M2,1,cpsa,4,556,0.88848920863309355,0,0,0
1,M2,1,cpsa,5,545,0.95963302752293578,0,0,0
1,M2,1,cpsa,6,23,0.69565217391304346,0,0,0
1,M2,1,cpsa,7,10,0.90000000000000002,0,0,0
1,M2,1,cpsa,8,32,0.5,0,0,0
1,M2,1,cpsa,9,25,0.71999999999999997,0,0,0
1,M2,1,cpsa,10,49,0.61224489795918369,0,0,0
1,M2,1,cpsa,11,27,0.40740740740740738,0,0,0
1,M2,5,cpsa,0,496,0.88911290322580649,-0.094758064516129004,0.10483870967741936,0.17680653929710388
1,M2,5,cpsa,1,471,0.94904458598726116,0.025477707006369421,0.097664543524416142,0.17331168055534363
1,M2,5,cpsa,2,420,0.87857142857142856,-0.00952380952380949,0.071428571428571425,0.1474815309047699
1,M2,5,cpsa,3,508,0.88385826771653542,0.003937007874015741,0.098425196850393706,0.25689879059791565
1,M2,5,cpsa,4,556,0.80935251798561147,-0.079136690647482077,0.13309352517985612,0.24850694835186005
1,M2,5,cpsa,5,545,0.95045871559633033,-0.0091743119266054496,0.034862385321100919,0.26146578788757324
1,M2,5,cpsa,6,23,0.69565217391304346,0,0.086956521739130432,0.37752556800842285
1,M2,5,cpsa,7,10,0.80000000000000004,-0.099999999999999978,0.10000000000000001,0.30930891633033752
1,M2,5,cpsa,8,32,0.59375,0.09375,0.09375,0.22384124994277954
1,M2,5,cpsa,9,25,0.76000000000000001,0.040000000000000036,0.16,0.21189355850219727
1,M2,5,cpsa,10,49,0.67346938775510201,0.061224489795918324,0.18367346938775511,0.27615237236022949
1,M2,5,cpsa,11,27,0.33333333333333331,-0.07407407407407407,0.14814814814814814,0.28017315268516541
1,M2,100,cpsa,0,496,0.7963709677419355,-0.1875,0.20161290322580644,0.3557775616645813
1,M2,100,cpsa,1,471,0.90870488322717624,-0.014861995753715496,0.14437367303609341,0.2755797803401947
1,M2,100,cpsa,2,420,0.8571428571428571,-0.030952380952380953,0.10714285714285714,0.23203900456428528
1,M2,100,cpsa,3,508,0.82677165354330706,-0.053149606299212615,0.16338582677165353,0.38744252920150757
1,M2,100,cpsa,4,556,0.73920863309352514,-0.14928057553956842,0.20503597122302158,0.37178507447242737
1,M2,100,cpsa,5,545,0.636697247706422,-0.32293577981651378,0.35045871559633029,0.68911725282669067
1,M2,100,cpsa,6,23,0.43478260869565216,-0.2608695652173913,0.34782608695652173,0.69278609752655029
1,M2,100,cpsa,7,10,0.59999999999999998,-0.30000000000000004,0.29999999999999999,0.44450360536575317
1,M2,100,cpsa,8,32,0.5,0,0.25,0.36240959167480469
1,M2,100,cpsa,9,25,0.71999999999999997,0,0.20000000000000001,0.31329944729804993
1,M2,100,cpsa,10,49,0.61224489795918369,0,0.26530612244897961,0.43666812777519226
1,M2,100,cpsa,11,27,0.22222222222222221,-0.18518518518518517,0.40740740740740738,0.43103358149528503
2,M1,1,late_product,0,496,0.98588709677419351,0,0,0
2,M1,1,late_product,1,471,0.96390658174097665,0,0,0
2,M1,1,late_product,2,420,0.95476190476190481,0,0,0
2,M1,1,late_product,3,508,0.80905511811023623,0,0,0
2,M1,1,late_product,4,556,0.9532374100719424,0,0,0
2,M1,1,late_product,5,545,0.95963302752293578,0,0,0
2,M1,1,late_product,6,23,0.82608695652173914,0,0,0
2,M1,1,late_product,7,10,0.80000000000000004,0,0,0
2,M1,1,late_product,8,32,0.6875,0,0,0
2,M1,1,late_product,9,25,0.88,0,0,0
2,M1,1,late_product,10,49,0.63265306122448983,0,0,0
2,M1,1,late_product,11,27,0.1111111111111111,0,0,0
2,M1,5,late_product,0,496,0.98991935483870963,0.0040322580645161255,0.012096774193548387,0.026406584307551384
2,M1,5,late_product,1,471,0.88747346072186839,-0.076433121019108263,0.10191082802547771,0.19377362728118896
2,M1,5,late_product,2,420,0.90476190476190477,-0.050000000000000044,0.052380952380952382,0.10783680528402328
2,M1,5,late_product,3,508,0.71259842519685035,-0.096456692913385877,0.14960629921259844,0.3180374801158905
2,M1,5,late_product,4,556,0.92985611510791366,-0.023381294964028743,0.043165467625899283,0.099531188607215881
2,M1,5,late_product,5,545,0.95045871559633033,-0.0091743119266054496,0.0091743119266055051,0.036012507975101471
2,M1,5,late_product,6,23,0.78260869565217395,-0.043478260869565188,0.17391304347826086,0.19300265610218048
2,M1,5,late_product,7,10,0.80000000000000004,0,0.10000000000000001,0.36317276954650879
2,M1,5,late_product,8,32,0.65625,-0.03125,0.15625,0.4705606997013092
2,M1,5,late_product,9,25,0.83999999999999997,-0.040000000000000036,0.16,0.2965635359287262
2,M1,5,late_product,10,49,0.5714285714285714,-0.061224489795918435,0.14285714285714285,0.40156224370002747
2,M1,5,late_product,11,27,0.22222222222222221,0.1111111111111111,0.22222222222222221,0.41400265693664551
2,M1,100,late_product,0,496,0.98790322580645162,0.0020161290322581182,0.014112903225806451,0.031077420338988304
2,M1,100,late_product,1,471,0.85350318471337583,-0.11040339702760082,0.13588110403397027,0.26171058416366577
2,M1,100,late_product,2,420,0.8666666666666667,-0.088095238095238115,0.09285714285714286,0.17898185551166534
2,M1,100,late_product,3,508,0.67322834645669294,-0.13582677165354329,0.20078740157480315,0.43002414703369141
2,M1,100,late_product,4,556,0.91726618705035967,-0.035971223021582732,0.06654676258992806,0.15060415863990784
2,M1,100,late_product,5,545,0.94311926605504592,-0.016513761467889854,0.020183486238532111,0.055046290159225464
2,M1,100,late_product,6,23,0.78260869565217395,-0.043478260869565188,0.17391304347826086,0.30532214045524597
2,M1,100,late_product,7,10,0.80000000000000004,0,0.10000000000000001,0.39630836248397827
2,M1,100,late_product,8,32,0.65625,-0.03125,0.15625,0.54999285936355591
2,M1,100,late_product,9,25,0.80000000000000004,-0.07999999999999996,0.20000000000000001,0.52798217535018921
2,M1,100,late_product,10,49,0.55102040816326525,-0.08163265306122458,0.20408163265306123,0.54568833112716675
2,M1,100,late_product,11,27,0.37037037037037035,0.25925925925925924,0.37037037037037035,0.76097559928894043
2,M2,1,late_product,0,496,0.98588709677419351,0,0,0
2,M2,1,late_product,1,471,0.96390658174097665,0,0,0
2,M2,1,late_product,2,420,0.95476190476190481,0,0,0
2,M2,1,late_product,3,508,0.80905511811023623,0,0,0
2,M2,1,late_product,4,556,0.9532374100719424,0,0,0
2,M2,1,late_product,5,545,0.95963302752293578,0,0,0
2,M2,1,late_product,6,23,0.82608695652173914,0,0,0
2,M2,1,late_product,7,10,0.80000000000000004,0,0,0
2,M2,1,late_product,8,32,0.6875,0,0,0
2,M2,1,late_product,9,25,0.88,0,0,0
2,M2,1,late_product,10,49,0.63265306122448983,0,0,0
2,M2,1,late_product,11,27,0.1111111111111111,0,0,0
2,M2,5,late_product,0,496,0.8911290322580645,-0.094758064516129004,0.10080645161290322,0.21811281144618988
2,M2,5,late_product,1,471,0.94904458598726116,-0.014861995753715496,0.050955414012738856,0.12637718021869659
2,M2,5,late_product,2,420,0.93809523809523809,-0.016666666666666718,0.045238095238095237,0.10881509631872177
2,M2,5,late_product,3,508,0.81299212598425197,0.003937007874015741,0.15551181102362205,0.34908750653266907
2,M2,5,late_product,4,556,0.92266187050359716,-0.030575539568345245,0.046762589928057555,0.1047440841794014
2,M2,5,late_product,5,545,0.86972477064220188,-0.089908256880733894,0.14495412844036698,0.28032770752906799
2,M2,5,late_product,6,23,0.65217391304347827,-0.17391304347826086,0.17391304347826086,0.34782460331916809
2,M2,5,late_product,7,10,0.5,-0.30000000000000004,0.29999999999999999,0.46587949991226196
2,M2,5,late_product,8,32,0.65625,-0.03125,0.25,0.50575339794158936
2,M2,5,late_product,9,25,0.83999999999999997,-0.040000000000000036,0.12,0.38934174180030823
2,M2,5,late_product,10,49,0.63265306122448983,0,0.18367346938775511,0.41238540410995483
2,M2,5,late_product,11,27,0.07407407407407407,-0.037037037037037035,0.14814814814814814,0.49449801445007324
2,M2,100,late_product,0,496,0.75201612903225812,-0.23387096774193539,0.23991935483870969,0.48249527812004089
2,M2,100,late_product,1,471,0.89596602972399153,-0.067940552016985123,0.10615711252653928,0.23106585443019867
2,M2,100,late_product,2,420,0.90238095238095239,-0.052380952380952417,0.09285714285714286,0.20946735143661499
2,M2,100,late_product,3,508,0.71456692913385822,-0.094488188976378007,0.26574803149606302,0.5826791524887085
2,M2,100,late_product,4,556,0.83273381294964033,-0.12050359712230208,0.14388489208633093,0.30179265141487122
2,M2,100,late_product,5,545,0.67889908256880738,-0.2807339449541284,0.33027522935779818,0.65536737442016602
2,M2,100,late_product,6,23,0.60869565217391308,-0.21739130434782605,0.21739130434782608,0.48895010352134705
2,M2,100,late_product,7,10,0.29999999999999999,-0.5,0.5,1.0012146234512329
2,M2,100,late_product,8,32,0.59375,-0.09375,0.34375,0.77325582504272461
2,M2,100,late_product,9,25,0.83999999999999997,-0.040000000000000036,0.12,0.48434075713157654
2,M2,100,late_product,10,49,0.59183673469387754,-0.04081632653061229,0.2857142857142857,0.58847916126251221
2,M2,100,late_product,11,27,0.037037037037037035,-0.07407407407407407,0.18518518518518517,0.70519798994064331
2,M1,1,late_mean,0,496,0.97580645161290325,0,0,0
2,M1,1,late_mean,1,471,0.92144373673036095,0,0,0
2,M1,1,late_mean,2,420,0.94285714285714284,0,0,0
2,M1,1,late_mean,3,508,0.79133858267716539,0,0,0
2,M1,1,late_mean,4,556,0.9460431654676259,0,0,0
2,M1,1,late_mean,5,545,0.95779816513761473,0,0,0
2,M1,1,late_mean,6,23,0.73913043478260865,0,0,0
2,M1,1,late_mean,7,10,0.80000000000000004,0,0,0
2,M1,1,late_mean,8,32,0.6875,0,0,0
2,M1,1,late_mean,9,25,0.92000000000000004,0,0,0
2,M1,1,late_mean,10,49,0.61224489795918369,0,0,0
2,M1,1,late_mean,11,27,0.18518518518518517,0,0,0
2,M1,5,late_mean,0,496,0.98991935483870963,0.014112903225806384,0.018145161290322582,0.19432733952999115
2,M1,5,late_mean,1,471,0.86411889596602975,-0.057324840764331197,0.089171974522292988,0.18597006797790527
2,M1,5,late_mean,2,420,0.87142857142857144,-0.071428571428571397,0.07857142857142857,0.13835801184177399
2,M1,5,late_mean,3,508,0.6889763779527559,-0.10236220472440949,0.14960629921259844,0.30292990803718567
2,M1,5,late_mean,4,556,0.92446043165467628,-0.021582733812949617,0.052158273381294966,0.19836901128292084
2,M1,5,late_mean,5,545,0.94678899082568813,-0.011009174311926606,0.012844036697247707,0.26784050464630127
2,M1,5,late_mean,6,23,0.78260869565217395,0.043478260869565299,0.13043478260869565,0.33445858955383301
2,M1,5,late_mean,7,10,0.80000000000000004,0,0.10000000000000001,0.37979951500892639
2,M1,5,late_mean,8,32,0.65625,-0.03125,0.1875,0.31299954652786255
2,M1,5,late_mean,9,25,0.83999999999999997,-0.080000000000000071,0.080000000000000002,0.19935949146747589
2,M1,5,late_mean,10,49,0.55102040816326525,-0.061224489795918435,0.14285714285714285,0.30949512124061584
2,M1,5,late_mean,11,27,0.22222222222222221,0.037037037037037035,0.14814814814814814,0.22533436119556427
2,M1,100,late_mean,0,496,0.98790322580645162,0.012096774193548376,0.020161290322580645,0.28571891784667969
2,M1,100,late_mean,1,471,0.84925690021231426,-0.072186836518046693,0.1040339702760085,0.2734312117099762
2,M1,100,late_mean,2,420,0.86190476190476195,-0.080952380952380887,0.088095238095238101,0.20342735946178436
2,M1,100,late_mean,3,508,0.67322834645669294,-0.11811023622047245,0.17322834645669291,0.44539690017700195
2,M1,100,late_mean,4,556,0.91546762589928055,-0.030575539568345356,0.061151079136690649,0.29166141152381897
2,M1,100,late_mean,5,545,0.94311926605504592,-0.014678899082568808,0.01834862385321101,0.39380505681037903
2,M1,100,late_mean,6,23,0.78260869565217395,0.043478260869565299,0.13043478260869565,0.49175328016281128
2,M1,100,late_mean,7,10,0.80000000000000004,0,0.10000000000000001,0.5584181547164917
2,M1,100,late_mean,8,32,0.65625,-0.03125,0.1875,0.46020236611366272
2,M1,100,late_mean,9,25,0.80000000000000004,-0.12,0.12,0.29311761260032654
2,M1,100,late_mean,10,49,0.55102040816326525,-0.061224489795918435,0.14285714285714285,0.45504966378211975
2,M1,100,late_mean,11,27,0.37037037037037035,0.18518518518518517,0.29629629629629628,0.331308513879776
2,M2,1,late_mean,0,496,0.97580645161290325,0,0,0
2,M2,1,late_mean,1,471,0.92144373673036095,0,0,0
2,M2,1,late_mean,2,420,0.94285714285714284,0,0,0
2,M2,1,late_mean,3,508,0.79133858267716539,0,0,0
2,M2,1,late_mean,4,556,0.9460431654676259,0,0,0
2,M2,1,late_mean,5,545,0.95779816513761473,0,0,0
2,M2,1,late_mean,6,23,0.73913043478260865,0,0,0
2,M2,1,late_mean,7,10,0.80000000000000004,0,0,0
2,M2,1,late_mean,8,32,0.6875,0,0,0
2,M2,1,late_mean,9,25,0.92000000000000004,0,0,0
2,M2,1,late_mean,10,49,0.61224489795918369,0,0,0
2,M2,1,late_mean,11,27,0.18518518518518517,0,0,0
2,M2,5,late_mean,0,496,0.79435483870967738,-0.18145161290322587,0.1875,0.19432733952999115
2,M2,5,late_mean,1,471,0.90233545647558389,-0.019108280254777066,0.12314225053078556,0.18597006797790527
2,M2,5,late_mean,2,420,0.90476190476190477,-0.038095238095238071,0.095238095238095233,0.13835801184177399
2,M2,5,late_mean,3,508,0.75,-0.041338582677165392,0.24606299212598426,0.30292987823486328
2,M2,5,late_mean,4,556,0.86690647482014394,-0.079136690647481966,0.10431654676258993,0.19836901128292084
2,M2,5,late_mean,5,545,0.7229357798165138,-0.23486238532110093,0.28256880733944956,0.26784053444862366
2,M2,5,late_mean,6,23,0.60869565217391308,-0.13043478260869557,0.17391304347826086,0.33445858955383301
2,M2,5,late_mean,7,10,0.29999999999999999,-0.5,0.5,0.37979951500892639
2,M2,5,late_mean,8,32,0.625,-0.0625,0.28125,0.31299954652786255
2,M2,5,late_mean,9,25,0.83999999999999997,-0.080000000000000071,0.16,0.19935949146747589
2,M2,5,late_mean,10,49,0.63265306122448983,0.020408163265306145,0.26530612244897961,0.30949512124061584
2,M2,5,late_mean,11,27,0.037037037037037035,-0.14814814814814814,0.22222222222222221,0.22533437609672546
2,M2,100,late_mean,0,496,0.74395161290322576,-0.23185483870967749,0.23790322580645162,0.28571891784667969
2,M2,100,late_mean,1,471,0.89596602972399153,-0.025477707006369421,0.12951167728237792,0.2734312117099762
2,M2,100,late_mean,2,420,0.90000000000000002,-0.042857142857142816,0.10238095238095238,0.20342734456062317
2,M2,100,late_mean,3,508,0.70866141732283461,-0.082677165354330784,0.29133858267716534,0.44539695978164673
2,M2,100,late_mean,4,556,0.82733812949640284,-0.11870503597122306,0.15287769784172661,0.29166141152381897
2,M2,100,late_mean,5,545,0.66605504587155961,-0.29174311926605512,0.33944954128440369,0.39380505681037903
2,M2,100,late_mean,6,23,0.60869565217391308,-0.13043478260869557,0.17391304347826086,0.49175345897674561
2,M2,100,late_mean,7,10,0.29999999999999999,-0.5,0.5,0.55841797590255737
2,M2,100,late_mean,8,32,0.59375,-0.09375,0.375,0.46020233631134033
2,M2,100,late_mean,9,25,0.83999999999999997,-0.080000000000000071,0.16,0.29311767220497131
2,M2,100,late_mean,10,49,0.59183673469387754,-0.020408163265306145,0.30612244897959184,0.4550495445728302
2,M2,100,late_mean,11,27,0.037037037037037035,-0.14814814814814814,0.22222222222222221,0.33130830526351929
2,M1,1,cpsa,0,496,0.98991935483870963,0,0,0
2,M1,1,cpsa,1,471,0.86624203821656054,0,0,0
2,M1,1,cpsa,2,420,0.87142857142857144,0,0,0
2,M1,1,cpsa,3,508,0.86614173228346458,0,0,0
2,M1,1,cpsa,4,556,0.89928057553956831,0,0,0
2,M1,1,cpsa,5,545,0.95963302752293578,0,0,0
2,M1,1,cpsa,6,23,0.73913043478260865,0,0,0
2,M1,1,cpsa,7,10,0.80000000000000004,0,0,0
2,M1,1,cpsa,8,32,0.78125,0,0,0
2,M1,1,cpsa,9,25,0.80000000000000004,0,0,0
2,M1,1,cpsa,10,49,0.48979591836734693,0,0,0
2,M1,1,cpsa,11,27,0.22222222222222221,0,0,0
2,M1,5,cpsa,0,496,0.98991935483870963,0,0.0080645161290322578,0.061690475791692734
2,M1,5,cpsa,1,471,0.85562632696390661,-0.010615711252653925,0.033970276008492568,0.13028267025947571
2,M1,5,cpsa,2,420,0.85476190476190472,-0.016666666666666718,0.061904761904761907,0.12285693734884262
2,M1,5,cpsa,3,508,0.77165354330708658,-0.094488188976378007,0.12992125984251968,0.23682986199855804
2,M1,5,cpsa,4,556,0.91187050359712229,0.01258992805755399,0.044964028776978415,0.17010502517223358
2,M1,5,cpsa,5,545,0.95229357798165137,-0.0073394495412844041,0.023853211009174313,0.1348344087600708
2,M1,5,cpsa,6,23,0.73913043478260865,0,0.13043478260869565,0.30091652274131775
2,M1,5,cpsa,7,10,0.80000000000000004,0,0,0.22387059032917023
2,M1,5,cpsa,8,32,0.65625,-0.125,0.1875,0.2585684061050415
2,M1,5,cpsa,9,25,0.83999999999999997,0.039999999999999925,0.080000000000000002,0.16854828596115112
2,M1,5,cpsa,10,49,0.55102040816326525,0.061224489795918324,0.14285714285714285,0.26925954222679138
2,M1,5,cpsa,11,27,0.33333333333333331,0.1111111111111111,0.18518518518518517,0.18228743970394135
2,M1,100,cpsa,0,496,0.98790322580645162,-0.0020161290322580072,0.010080645161290322,0.082153424620628357
2,M1,100,cpsa,1,471,0.84925690021231426,-0.016985138004246281,0.048832271762208071,0.19023185968399048
2,M1,100,cpsa,2,420,0.86190476190476195,-0.00952380952380949,0.09285714285714286,0.19741940498352051
2,M1,100,cpsa,3,508,0.67519685039370081,-0.19094488188976377,0.23228346456692914,0.41425561904907227
2,M1,100,cpsa,4,556,0.91546762589928055,0.016187050359712241,0.057553956834532377,0.24685730040073395
2,M1,100,cpsa,5,545,0.94495412844036697,-0.014678899082568808,0.038532110091743121,0.19794550538063049
2,M1,100,cpsa,6,23,0.78260869565217395,0.043478260869565299,0.17391304347826086,0.43952128291130066
2,M1,100,cpsa,7,10,0.80000000000000004,0,0,0.30178004503250122
2,M1,100,cpsa,8,32,0.65625,-0.125,0.1875,0.39208018779754639
2,M1,100,cpsa,9,25,0.80000000000000004,0,0.12,0.24048332870006561
2,M1,100,cpsa,10,49,0.55102040816326525,0.061224489795918324,0.14285714285714285,0.41833657026290894
2,M1,100,cpsa,11,27,0.37037037037037035,0.14814814814814814,0.22222222222222221,0.25524187088012695
2,M2,1,cpsa,0,496,0.98991935483870963,0,0,0
2,M2,1,cpsa,1,471,0.86624203821656054,0,0,0
2,M2,1,cpsa,2,420,0.87142857142857144,0,0,0
2,M2,1,cpsa,3,508,0.86614173228346458,0,0,0
2,M2,1,cpsa,4,556,0.89928057553956831,0,0,0
2,M2,1,cpsa,5,545,0.95963302752293578,0,0,0
2,M2,1,cpsa,6,23,0.73913043478260865,0,0,0
2,M2,1,cpsa,7,10,0.80000000000000004,0,0,0
2,M2,1,cpsa,8,32,0.78125,0,0,0
2,M2,1,cpsa,9,25,0.80000000000000004,0,0,0
2,M2,1,cpsa,10,49,0.48979591836734693,0,0,0
2,M2,1,cpsa,11,27,0.22222222222222221,0,0,0
2,M2,5,cpsa,0,496,0.97983870967741937,-0.010080645161290258,0.012096774193548387,0.1610800176858902
2,M2,5,cpsa,1,471,0.83227176220806798,-0.033970276008492561,0.093418259023354558,0.17770367860794067
2,M2,5,cpsa,2,420,0.89047619047619042,0.01904761904761898,0.066666666666666666,0.12592341005802155
2,M2,5,cpsa,3,508,0.83858267716535428,-0.027559055118110298,0.092519685039370081,0.24100624024868011
2,M2,5,cpsa,4,556,0.86870503597122306,-0.030575539568345245,0.080935251798561147,0.20665247738361359
2,M2,5,cpsa,5,545,0.90091743119266054,-0.058715596330275233,0.082568807339449546,0.24349966645240784
2,M2,5,cpsa,6,23,0.65217391304347827,-0.086956521739130377,0.086956521739130432,0.34540247917175293
2,M2,5,cpsa,7,10,0.69999999999999996,-0.10000000000000009,0.20000000000000001,0.41029995679855347
2,M2,5,cpsa,8,32,0.78125,0,0.125,0.29888030886650085
2,M2,5,cpsa,9,25,0.83999999999999997,0.039999999999999925,0.16,0.21346186101436615
2,M2,5,cpsa,10,49,0.53061224489795922,0.04081632653061229,0.24489795918367346,0.29137539863586426
2,M2,5,cpsa,11,27,0.07407407407407407,-0.14814814814814814,0.22222222222222221,0.24566753208637238
