split,dataset,seed,source,operator,k,ordering,n,max_linf,mean_abs,pred_changes
grid,MHEALTH,0,M3,cpsa,8,shuffle_A,1987,2.384185791015625e-07,3.308252738322648e-09,0
grid,MHEALTH,0,M3,cpsa,8,shuffle_B,1987,2.384185791015625e-07,4.772143794240203e-09,0
grid,MHEALTH,0,M3,late_product,16,reverse,1987,6.616115570068359e-06,3.3432263682716107e-09,0
grid,MHEALTH,0,M3,late_product,16,shuffle_A,1987,4.76837158203125e-06,2.862167775774323e-09,0
grid,MHEALTH,0,M3,late_product,16,shuffle_B,1987,4.76837158203125e-06,2.5981048358654e-09,0
grid,MHEALTH,0,M3,late_mean,16,reverse,1987,1.7881393432617188e-07,3.669701752292155e-09,0
grid,MHEALTH,0,M3,late_mean,16,shuffle_A,1987,1.7881393432617188e-07,3.4655663074943135e-09,0
grid,MHEALTH,0,M3,late_mean,16,shuffle_B,1987,1.7881393432617188e-07,3.652775460072204e-09,0
grid,MHEALTH,0,M3,cpsa,16,reverse,1987,2.384185791015625e-07,2.230467985470606e-09,0
grid,MHEALTH,0,M3,cpsa,16,shuffle_A,1987,2.384185791015625e-07,2.167061917084963e-09,0
grid,MHEALTH,0,M3,cpsa,16,shuffle_B,1987,2.384185791015625e-07,2.8639104201751606e-09,0
grid,MHEALTH,0,M3,late_product,32,reverse,1987,1.1265277862548828e-05,4.666604457682304e-09,0
grid,MHEALTH,0,M3,late_product,32,shuffle_A,1987,4.708766937255859e-06,2.3535454355186977e-09,0
grid,MHEALTH,0,M3,late_product,32,shuffle_B,1987,5.662441253662109e-06,2.3729105519252364e-09,0
grid,MHEALTH,0,M3,late_mean,32,reverse,1987,1.7881393432617188e-07,3.4629633804774085e-09,0
grid,MHEALTH,0,M3,late_mean,32,shuffle_A,1987,1.1920928955078125e-07,8.276032450466661e-10,0
grid,MHEALTH,0,M3,late_mean,32,shuffle_B,1987,1.1920928955078125e-07,1.8563068650046347e-09,0
grid,MHEALTH,0,M3,cpsa,32,reverse,1987,4.172325134277344e-07,2.3851239193048583e-09,0
grid,MHEALTH,0,M3,cpsa,32,shuffle_A,1987,4.76837158203125e-07,4.007413748187522e-09,0
grid,MHEALTH,0,M3,cpsa,32,shuffle_B,1987,5.364418029785156e-07,4.394759859696891e-09,0
grid,MHEALTH,0,M3,late_product,64,reverse,1987,2.8431415557861328e-05,1.1633897613788417e-08,0
grid,MHEALTH,0,M3,late_product,64,shuffle_A,1987,1.9550323486328125e-05,9.883570387256948e-09,0
grid,MHEALTH,0,M3,late_product,64,shuffle_B,1987,2.1278858184814453e-05,1.0209408807240074e-08,0
grid,MHEALTH,0,M3,late_mean,64,reverse,1987,1.7881393432617188e-07,3.610278653127108e-09,0
grid,MHEALTH,0,M3,late_mean,64,shuffle_A,1987,1.7881393432617188e-07,3.6490077887350695e-09,0
grid,MHEALTH,0,M3,late_mean,64,shuffle_B,1987,1.7881393432617188e-07,3.6298689128359762e-09,0
grid,MHEALTH,0,M3,cpsa,64,reverse,1987,7.152557373046875e-07,2.8137344190947495e-09,0
grid,MHEALTH,0,M3,cpsa,64,shuffle_A,1987,7.748603820800781e-07,4.216228798162444e-09,0
grid,MHEALTH,0,M3,cpsa,64,shuffle_B,1987,7.152557373046875e-07,4.145936275066916e-09,0
grid,MHEALTH,0,M3,late_product,100,reverse,1987,2.7567148208618164e-05,1.505665061706513e-08,0
grid,MHEALTH,0,M3,late_product,100,shuffle_A,1987,2.8401613235473633e-05,1.4471864275232952e-08,0
grid,MHEALTH,0,M3,late_product,100,shuffle_B,1987,1.753866672515869e-05,7.972454032559312e-09,0
grid,MHEALTH,0,M3,late_mean,100,reverse,1987,1.1920928955078125e-07,3.6896016230993295e-09,0
grid,MHEALTH,0,M3,late_mean,100,shuffle_A,1987,1.1920928955078125e-07,3.5561663006006024e-09,0
grid,MHEALTH,0,M3,late_mean,100,shuffle_B,1987,1.1920928955078125e-07,2.229779280764524e-09,0
grid,MHEALTH,0,M3,cpsa,100,reverse,1987,7.152557373046875e-07,2.683534906425425e-09,0
grid,MHEALTH,0,M3,cpsa,100,shuffle_A,1987,7.152557373046875e-07,3.007064786366662e-09,0
grid,MHEALTH,0,M3,cpsa,100,shuffle_B,1987,6.556510925292969e-07,3.011590443629225e-09,0
grid,MHEALTH,1,M1,late_product,1,reverse,1987,5.364418029785156e-07,1.1051698744709671e-09,0
grid,MHEALTH,1,M1,late_product,1,shuffle_B,1987,5.364418029785156e-07,1.1051698744709671e-09,0
grid,MHEALTH,1,M1,late_mean,1,reverse,1987,1.1920928955078125e-07,2.1992357805982515e-09,0
grid,MHEALTH,1,M1,late_mean,1,shuffle_B,1987,1.1920928955078125e-07,2.1992357805982515e-09,0
grid,MHEALTH,1,M1,cpsa,1,reverse,1987,1.7881393432617188e-07,3.658486808319842e-09,0
grid,MHEALTH,1,M1,cpsa,1,shuffle_B,1987,1.7881393432617188e-07,3.658486808319842e-09,0
grid,MHEALTH,1,M1,late_product,2,reverse,1987,5.960464477539062e-07,1.1939787457533261e-09,0
grid,MHEALTH,1,M1,late_product,2,shuffle_A,1987,4.76837158203125e-07,5.965225974369787e-10,0
grid,MHEALTH,1,M1,late_product,2,shuffle_B,1987,5.960464477539062e-07,1.1939787457533261e-09,0
grid,MHEALTH,1,M1,late_mean,2,reverse,1987,1.1920928955078125e-07,2.176717531013879e-09,0
grid,MHEALTH,1,M1,late_mean,2,shuffle_A,1987,1.1920928955078125e-07,7.483179113410213e-10,0
grid,MHEALTH,1,M1,late_mean,2,shuffle_B,1987,1.1920928955078125e-07,2.176717531013879e-09,0
grid,MHEALTH,1,M1,cpsa,2,reverse,1987,2.384185791015625e-07,3.760183830663169e-09,0
grid,MHEALTH,1,M1,cpsa,2,shuffle_A,1987,2.384185791015625e-07,2.291562937335915e-09,0
grid,MHEALTH,1,M1,cpsa,2,shuffle_B,1987,2.384185791015625e-07,3.760183830663169e-09,0
grid,MHEALTH,1,M1,late_product,3,reverse,1987,9.5367431640625e-07,1.4194088464085712e-09,0
grid,MHEALTH,1,M1,late_product,3,shuffle_A,1987,9.5367431640625e-07,1.2569673225357603e-09,0
grid,MHEALTH,1,M1,late_product,3,shuffle_B,1987,9.5367431640625e-07,1.1737122562071401e-09,0
grid,MHEALTH,1,M1,late_mean,3,reverse,1987,1.1920928955078125e-07,3.290349840969047e-09,0
grid,MHEALTH,1,M1,late_mean,3,shuffle_A,1987,1.1920928955078125e-07,2.0201940380674753e-09,0
grid,MHEALTH,1,M1,late_mean,3,shuffle_B,1987,1.1920928955078125e-07,1.9271204424042577e-09,0
grid,MHEALTH,1,M1,cpsa,3,reverse,1987,2.384185791015625e-07,4.2962637454140434e-09,0
grid,MHEALTH,1,M1,cpsa,3,shuffle_A,1987,2.980232238769531e-07,4.852583163507433e-09,0
grid,MHEALTH,1,M1,cpsa,3,shuffle_B,1987,2.384185791015625e-07,4.420132427719981e-09,0
grid,MHEALTH,1,M1,late_product,5,reverse,1987,1.0728836059570312e-06,1.5500839501215725e-09,0
grid,MHEALTH,1,M1,late_product,5,shuffle_A,1987,9.5367431640625e-07,1.194728228840915e-09,0
grid,MHEALTH,1,M1,late_product,5,shuffle_B,1987,1.0728836059570312e-06,1.4463358113211943e-09,0
grid,MHEALTH,1,M1,late_mean,5,reverse,1987,1.1920928955078125e-07,3.767904683320747e-09,0
grid,MHEALTH,1,M1,late_mean,5,shuffle_A,1987,5.960464477539063e-08,1.989009893890263e-09,0
grid,MHEALTH,1,M1,late_mean,5,shuffle_B,1987,1.1920928955078125e-07,2.6673002069115156e-09,0
grid,MHEALTH,1,M1,cpsa,5,reverse,1987,2.980232238769531e-07,3.3798996169693035e-09,0
grid,MHEALTH,1,M1,cpsa,5,shuffle_A,1987,2.980232238769531e-07,3.8523635280975755e-09,0
grid,MHEALTH,1,M1,cpsa,5,shuffle_B,1987,2.980232238769531e-07,3.0967508431871187e-09,0
grid,MHEALTH,1,M1,late_product,8,reverse,1987,2.8312206268310547e-06,2.6645888786074234e-09,0
grid,MHEALTH,1,M1,late_product,8,shuffle_A,1987,1.0728836059570312e-06,1.6403307872555066e-09,0
grid,MHEALTH,1,M1,late_product,8,shuffle_B,1987,1.1324882507324219e-06,1.4977619488345985e-09,0
grid,MHEALTH,1,M1,late_mean,8,reverse,1987,1.7881393432617188e-07,3.4217773270450284e-09,0
grid,MHEALTH,1,M1,late_mean,8,shuffle_A,1987,1.7881393432617188e-07,3.0744640263183855e-09,0
grid,MHEALTH,1,M1,late_mean,8,shuffle_B,1987,1.1920928955078125e-07,1.9339955812209383e-09,0
grid,MHEALTH,1,M1,cpsa,8,reverse,1987,2.384185791015625e-07,2.8365156321681167e-09,0
grid,MHEALTH,1,M1,cpsa,8,shuffle_A,1987,2.384185791015625e-07,4.070240505053206e-09,0
grid,MHEALTH,1,M1,cpsa,8,shuffle_B,1987,2.384185791015625e-07,3.7197341875846216e-09,0
grid,MHEALTH,1,M1,late_product,16,reverse,1987,5.304813385009766e-06,3.82856229251288e-09,0
grid,MHEALTH,1,M1,late_product,16,shuffle_A,1987,3.5762786865234375e-06,2.9603348160629774e-09,0
grid,MHEALTH,1,M1,late_product,16,shuffle_B,1987,4.470348358154297e-06,2.997831919166367e-09,0
grid,MHEALTH,1,M1,late_mean,16,reverse,1987,2.384185791015625e-07,3.6846738010845668e-09,0
grid,MHEALTH,1,M1,late_mean,16,shuffle_A,1987,2.384185791015625e-07,3.560134117477514e-09,0
grid,MHEALTH,1,M1,late_mean,16,shuffle_B,1987,1.7881393432617188e-07,3.6286680079632667e-09,0
grid,MHEALTH,1,M1,cpsa,16,reverse,1987,2.384185791015625e-07,2.0550316715819907e-09,0
grid,MHEALTH,1,M1,cpsa,16,shuffle_A,1987,2.384185791015625e-07,3.1146849469481185e-09,0
grid,MHEALTH,1,M1,cpsa,16,shuffle_B,1987,2.384185791015625e-07,3.3430552438635238e-09,0
grid,MHEALTH,1,M1,late_product,32,reverse,1987,9.298324584960938e-06,5.3051778575641355e-09,0
grid,MHEALTH,1,M1,late_product,32,shuffle_A,1987,9.298324584960938e-06,4.839528563087019e-09,0
grid,MHEALTH,1,M1,late_product,32,shuffle_B,1987,8.493661880493164e-06,3.5961957487810562e-09,0
grid,MHEALTH,1,M1,late_mean,32,reverse,1987,1.7881393432617188e-07,3.4698384175475795e-09,0
grid,MHEALTH,1,M1,late_mean,32,shuffle_A,1987,1.7881393432617188e-07,3.4461033017410565e-09,0
grid,MHEALTH,1,M1,late_mean,32,shuffle_B,1987,1.7881393432617188e-07,3.5990648454787177e-09,0
grid,MHEALTH,1,M1,cpsa,32,reverse,1987,4.172325134277344e-07,2.2709221287042597e-09,0
grid,MHEALTH,1,M1,cpsa,32,shuffle_A,1987,4.76837158203125e-07,3.158423476413173e-09,0
grid,MHEALTH,1,M1,cpsa,32,shuffle_B,1987,4.172325134277344e-07,4.299306705306152e-09,0
grid,MHEALTH,1,M1,late_product,64,reverse,1987,1.7881393432617188e-05,5.67106153888105e-09,0
grid,MHEALTH,1,M1,late_product,64,shuffle_A,1987,1.2993812561035156e-05,4.401732381789319e-09,0
grid,MHEALTH,1,M1,late_product,64,shuffle_B,1987,1.3947486877441406e-05,5.347054941839997e-09,0
grid,MHEALTH,1,M1,late_mean,64,reverse,1987,1.7881393432617188e-07,3.817791770552932e-09,0
grid,MHEALTH,1,M1,late_mean,64,shuffle_A,1987,1.1920928955078125e-07,2.331640734307697e-09,0
grid,MHEALTH,1,M1,late_mean,64,shuffle_B,1987,1.7881393432617188e-07,3.7705284521239506e-09,0
grid,MHEALTH,1,M1,cpsa,64,reverse,1987,7.152557373046875e-07,2.729717966318069e-09,0
grid,MHEALTH,1,M1,cpsa,64,shuffle_A,1987,8.940696716308594e-07,4.095794522725743e-09,0
grid,MHEALTH,1,M1,cpsa,64,shuffle_B,1987,8.940696716308594e-07,3.1025105343864937e-09,0
grid,MHEALTH,1,M1,late_product,100,reverse,1987,2.8192996978759766e-05,6.708638349088613e-09,0
grid,MHEALTH,1,M1,late_product,100,shuffle_A,1987,2.0384788513183594e-05,5.111408777321162e-09,0
grid,MHEALTH,1,M1,late_product,100,shuffle_B,1987,2.9802322387695312e-05,6.704112401460709e-09,0
grid,MHEALTH,1,M1,late_mean,100,reverse,1987,1.1920928955078125e-07,3.732704149215709e-09,0
grid,MHEALTH,1,M1,late_mean,100,shuffle_A,1987,1.1920928955078125e-07,1.0967543814058836e-09,0
grid,MHEALTH,1,M1,late_mean,100,shuffle_B,1987,1.1920928955078125e-07,3.6590392227777383e-09,0
grid,MHEALTH,1,M1,cpsa,100,reverse,1987,8.940696716308594e-07,2.573743749298554e-09,0
grid,MHEALTH,1,M1,cpsa,100,shuffle_A,1987,8.344650268554688e-07,4.143138282696303e-09,0
grid,MHEALTH,1,M1,cpsa,100,shuffle_B,1987,8.344650268554688e-07,3.6148227719215495e-09,0
grid,MHEALTH,1,M2,late_product,1,reverse,1987,5.364418029785156e-07,1.1051698744709671e-09,0
grid,MHEALTH,1,M2,late_product,1,shuffle_B,1987,0.0,0.0,0
grid,MHEALTH,1,M2,late_mean,1,reverse,1987,1.1920928955078125e-07,2.1992357805982515e-09,0
grid,MHEALTH,1,M2,late_mean,1,shuffle_B,1987,1.1920928955078125e-07,1.187518004759288e-09,0
grid,MHEALTH,1,M2,cpsa,1,reverse,1987,1.7881393432617188e-07,3.658486808319842e-09,0
grid,MHEALTH,1,M2,cpsa,1,shuffle_B,1987,0.0,0.0,0
grid,MHEALTH,1,M2,late_product,2,reverse,1987,7.152557373046875e-07,6.98308128270057e-10,0
grid,MHEALTH,1,M2,late_product,2,shuffle_A,1987,8.940696716308594e-07,5.672505943274861e-10,0
grid,MHEALTH,1,M2,late_product,2,shuffle_B,1987,8.940696716308594e-07,4.905007564911619e-10,0
grid,MHEALTH,1,M2,late_mean,2,reverse,1987,1.1920928955078125e-07,2.1464392649389187e-09,0
grid,MHEALTH,1,M2,late_mean,2,shuffle_A,1987,1.1920928955078125e-07,1.3299923399722617e-09,0
grid,MHEALTH,1,M2,late_mean,2,shuffle_B,1987,1.1920928955078125e-07,7.950090642922654e-10,0
grid,MHEALTH,1,M2,cpsa,2,reverse,1987,2.384185791015625e-07,3.958741608854557e-09,0
grid,MHEALTH,1,M2,cpsa,2,shuffle_A,1987,2.384185791015625e-07,2.999582109538786e-09,0
grid,MHEALTH,1,M2,cpsa,2,shuffle_B,1987,2.384185791015625e-07,2.618355476165876e-09,0
grid,MHEALTH,1,M2,late_product,3,reverse,1987,1.9073486328125e-06,1.5563757234294527e-09,0
grid,MHEALTH,1,M2,late_product,3,shuffle_A,1987,0.0,0.0,0
grid,MHEALTH,1,M2,late_product,3,shuffle_B,1987,9.5367431640625e-07,9.104072185250575e-10,0
grid,MHEALTH,1,M2,late_mean,3,reverse,1987,1.1920928955078125e-07,3.3513736991329895e-09,0
grid,MHEALTH,1,M2,late_mean,3,shuffle_A,1987,0.0,0.0,0
grid,MHEALTH,1,M2,late_mean,3,shuffle_B,1987,5.960464477539063e-08,1.3851614421587253e-09,0
grid,MHEALTH,1,M2,cpsa,3,reverse,1987,2.384185791015625e-07,4.311753462132928e-09,0
grid,MHEALTH,1,M2,cpsa,3,shuffle_A,1987,0.0,0.0,0
grid,MHEALTH,1,M2,cpsa,3,shuffle_B,1987,2.384185791015625e-07,4.693774801804017e-09,0
grid,MHEALTH,1,M2,late_product,5,reverse,1987,1.6391277313232422e-06,2.8114384900261295e-09,0
grid,MHEALTH,1,M2,late_product,5,shuffle_A,1987,1.0132789611816406e-06,1.6681555634683727e-09,0
grid,MHEALTH,1,M2,late_product,5,shuffle_B,1987,1.0132789611816406e-06,1.6501931859092742e-09,0
grid,MHEALTH,1,M2,late_mean,5,reverse,1987,1.1920928955078125e-07,3.914940757321222e-09,0
grid,MHEALTH,1,M2,late_mean,5,shuffle_A,1987,1.1920928955078125e-07,2.7934761531669054e-09,0
grid,MHEALTH,1,M2,late_mean,5,shuffle_B,1987,1.1920928955078125e-07,2.4363237381246863e-09,0
grid,MHEALTH,1,M2,cpsa,5,reverse,1987,2.384185791015625e-07,3.5380600857954164e-09,0
grid,MHEALTH,1,M2,cpsa,5,shuffle_A,1987,2.980232238769531e-07,3.3094798956903973e-09,0
grid,MHEALTH,1,M2,cpsa,5,shuffle_B,1987,2.980232238769531e-07,3.77787904962768e-09,0
grid,MHEALTH,1,M2,late_product,8,reverse,1987,1.341104507446289e-06,6.478712452915738e-10,0
grid,MHEALTH,1,M2,late_product,8,shuffle_A,1987,9.5367431640625e-07,3.4538931385040205e-10,0
grid,MHEALTH,1,M2,late_product,8,shuffle_B,1987,9.5367431640625e-07,4.3407597015826147e-10,0
grid,MHEALTH,1,M2,late_mean,8,reverse,1987,1.7881393432617188e-07,3.4274305084581895e-09,0
grid,MHEALTH,1,M2,late_mean,8,shuffle_A,1987,1.1920928955078125e-07,1.7876615571839343e-09,0
grid,MHEALTH,1,M2,late_mean,8,shuffle_B,1987,1.7881393432617188e-07,2.965435988178445e-09,0
grid,MHEALTH,1,M2,cpsa,8,reverse,1987,2.384185791015625e-07,2.686641026116788e-09,0
grid,MHEALTH,1,M2,cpsa,8,shuffle_A,1987,2.384185791015625e-07,4.636558092030014e-09,0
grid,MHEALTH,1,M2,cpsa,8,shuffle_B,1987,2.980232238769531e-07,2.719023954155096e-09,0
grid,MHEALTH,1,M2,late_product,16,reverse,1987,6.735324859619141e-06,3.0829059412791035e-09,0
grid,MHEALTH,1,M2,late_product,16,shuffle_A,1987,3.844499588012695e-06,1.0338559259715711e-09,0
grid,MHEALTH,1,M2,late_product,16,shuffle_B,1987,3.844499588012695e-06,1.16867522282097e-09,0
grid,MHEALTH,1,M2,late_mean,16,reverse,1987,1.7881393432617188e-07,3.5933793247737906e-09,0
grid,MHEALTH,1,M2,late_mean,16,shuffle_A,1987,1.1920928955078125e-07,2.2210413580458188e-09,0
grid,MHEALTH,1,M2,late_mean,16,shuffle_B,1987,1.1920928955078125e-07,2.1591234323645566e-09,0
grid,MHEALTH,1,M2,cpsa,16,reverse,1987,2.384185791015625e-07,2.02999816194822e-09,0
grid,MHEALTH,1,M2,cpsa,16,shuffle_A,1987,2.384185791015625e-07,3.2305442297853536e-09,0
grid,MHEALTH,1,M2,cpsa,16,shuffle_B,1987,2.384185791015625e-07,3.2631555041535277e-09,0
grid,MHEALTH,1,M2,late_product,32,reverse,1987,1.3887882232666016e-05,3.494756681948181e-09,0
grid,MHEALTH,1,M2,late_product,32,shuffle_A,1987,1.7285346984863281e-06,5.543477467408226e-10,0
grid,MHEALTH,1,M2,late_product,32,shuffle_B,1987,9.566545486450195e-06,2.6850393728785802e-09,0
grid,MHEALTH,1,M2,late_mean,32,reverse,1987,1.7881393432617188e-07,3.435819358218977e-09,0
grid,MHEALTH,1,M2,late_mean,32,shuffle_A,1987,1.1920928955078125e-07,2.936686936609044e-10,0
grid,MHEALTH,1,M2,late_mean,32,shuffle_B,1987,1.7881393432617188e-07,3.504193674620692e-09,0
grid,MHEALTH,1,M2,cpsa,32,reverse,1987,4.172325134277344e-07,1.9794691019339252e-09,0
grid,MHEALTH,1,M2,cpsa,32,shuffle_A,1987,4.76837158203125e-07,3.6550292813535335e-09,0
grid,MHEALTH,1,M2,cpsa,32,shuffle_B,1987,4.172325134277344e-07,4.087583221170177e-09,0
grid,MHEALTH,1,M2,late_product,64,reverse,1987,2.6017427444458008e-05,3.5386490979928145e-09,0
grid,MHEALTH,1,M2,late_product,64,shuffle_A,1987,3.039836883544922e-06,4.763398448066281e-10,0
grid,MHEALTH,1,M2,late_product,64,shuffle_B,1987,3.7550926208496094e-06,5.488777278229619e-10,0
grid,MHEALTH,1,M2,late_mean,64,reverse,1987,1.7881393432617188e-07,3.6743405723635133e-09,0
grid,MHEALTH,1,M2,late_mean,64,shuffle_A,1987,1.1920928955078125e-07,6.349451595629938e-10,0
grid,MHEALTH,1,M2,late_mean,64,shuffle_B,1987,1.1920928955078125e-07,4.0286700547950685e-10,0
grid,MHEALTH,1,M2,cpsa,64,reverse,1987,7.152557373046875e-07,2.0296690688265813e-09,0
grid,MHEALTH,1,M2,cpsa,64,shuffle_A,1987,6.556510925292969e-07,3.949473121991566e-09,0
grid,MHEALTH,1,M2,cpsa,64,shuffle_B,1987,7.152557373046875e-07,3.2461641363623125e-09,0
grid,MHEALTH,1,M2,late_product,100,reverse,1987,2.2798776626586914e-05,2.035186609744271e-09,0
grid,MHEALTH,1,M2,late_product,100,shuffle_A,1987,1.0147690773010254e-05,1.0126369027508255e-09,0
grid,MHEALTH,1,M2,late_product,100,shuffle_B,1987,1.3515353202819824e-05,1.3484549559720965e-09,0
grid,MHEALTH,1,M2,late_mean,100,reverse,1987,1.1920928955078125e-07,3.955484199134834e-09,0
grid,MHEALTH,1,M2,late_mean,100,shuffle_A,1987,1.1920928955078125e-07,2.592188722744587e-09,0
grid,MHEALTH,1,M2,late_mean,100,shuffle_B,1987,1.1920928955078125e-07,2.5255458016015823e-09,0
grid,MHEALTH,1,M2,cpsa,100,reverse,1987,8.344650268554688e-07,1.996868717567134e-09,0
grid,MHEALTH,1,M2,cpsa,100,shuffle_A,1987,8.344650268554688e-07,1.755009207523779e-09,0
grid,MHEALTH,1,M2,cpsa,100,shuffle_B,1987,7.748603820800781e-07,2.674407061600508e-09,0
grid,MHEALTH,1,M3,late_product,1,reverse,1987,5.364418029785156e-07,1.1051698744709671e-09,0
grid,MHEALTH,1,M3,late_product,1,shuffle_B,1987,5.364418029785156e-07,1.1051698744709671e-09,0
grid,MHEALTH,1,M3,late_mean,1,reverse,1987,1.1920928955078125e-07,2.1992357805982515e-09,0
grid,MHEALTH,1,M3,late_mean,1,shuffle_B,1987,1.1920928955078125e-07,2.1992357805982515e-09,0
grid,MHEALTH,1,M3,cpsa,1,reverse,1987,1.7881393432617188e-07,3.658486808319842e-09,0
grid,MHEALTH,1,M3,cpsa,1,shuffle_B,1987,1.7881393432617188e-07,3.658486808319842e-09,0
grid,MHEALTH,1,M3,late_product,2,reverse,1987,1.3709068298339844e-06,1.3679938658566676e-09,0
grid,MHEALTH,1,M3,late_product,2,shuffle_A,1987,8.940696716308594e-07,8.078409827029914e-10,0
grid,MHEALTH,1,M3,late_product,2,shuffle_B,1987,8.940696716308594e-07,1.252043711008054e-09,0
grid,MHEALTH,1,M3,late_mean,2,reverse,1987,1.1920928955078125e-07,2.2875358071772187e-09,0
grid,MHEALTH,1,M3,late_mean,2,shuffle_A,1987,1.1920928955078125e-07,1.9198574689612615e-09,0
grid,MHEALTH,1,M3,late_mean,2,shuffle_B,1987,1.1920928955078125e-07,2.0161683371871352e-09,0
grid,MHEALTH,1,M3,cpsa,2,reverse,1987,2.980232238769531e-07,3.92432269514986e-09,0
grid,MHEALTH,1,M3,cpsa,2,shuffle_A,1987,1.7881393432617188e-07,3.853289396821839e-09,0
grid,MHEALTH,1,M3,cpsa,2,shuffle_B,1987,2.980232238769531e-07,3.65916746300015e-09,0
grid,MHEALTH,1,M3,late_product,3,reverse,1987,8.940696716308594e-07,1.1816189782336097e-09,0
grid,MHEALTH,1,M3,late_product,3,shuffle_A,1987,5.960464477539062e-07,7.117079930647584e-10,0
grid,MHEALTH,1,M3,late_product,3,shuffle_B,1987,4.76837158203125e-07,9.465971705043624e-10,0
grid,MHEALTH,1,M3,late_mean,3,reverse,1987,1.1920928955078125e-07,3.279846995541909e-09,0
grid,MHEALTH,1,M3,late_mean,3,shuffle_A,1987,5.960464477539063e-08,1.7470490999558674e-09,0
grid,MHEALTH,1,M3,late_mean,3,shuffle_B,1987,1.1920928955078125e-07,2.0638294769618955e-09,0
grid,MHEALTH,1,M3,cpsa,3,reverse,1987,2.384185791015625e-07,4.134353284659675e-09,0
grid,MHEALTH,1,M3,cpsa,3,shuffle_A,1987,2.384185791015625e-07,3.4786242040957453e-09,0
grid,MHEALTH,1,M3,cpsa,3,shuffle_B,1987,2.384185791015625e-07,3.8446034682994975e-09,0
grid,MHEALTH,1,M3,late_product,5,reverse,1987,2.86102294921875e-06,2.312980996431614e-09,0
grid,MHEALTH,1,M3,late_product,5,shuffle_A,1987,9.5367431640625e-07,1.1381756888673347e-09,0
grid,MHEALTH,1,M3,late_product,5,shuffle_B,1987,2.86102294921875e-06,2.2980686461516635e-09,0
grid,MHEALTH,1,M3,late_mean,5,reverse,1987,1.1920928955078125e-07,3.7950735719826115e-09,0
grid,MHEALTH,1,M3,late_mean,5,shuffle_A,1987,1.1920928955078125e-07,2.45268488175191e-09,0
grid,MHEALTH,1,M3,late_mean,5,shuffle_B,1987,1.1920928955078125e-07,3.756475880139685e-09,0
grid,MHEALTH,1,M3,cpsa,5,reverse,1987,2.980232238769531e-07,3.295500519322337e-09,0
grid,MHEALTH,1,M3,cpsa,5,shuffle_A,1987,2.980232238769531e-07,2.646696664052938e-09,0
grid,MHEALTH,1,M3,cpsa,5,shuffle_B,1987,2.980232238769531e-07,3.749188879699467e-09,0
grid,MHEALTH,1,M3,late_product,8,reverse,1987,3.6954879760742188e-06,3.0456379009442693e-09,0
grid,MHEALTH,1,M3,late_product,8,shuffle_A,1987,1.4007091522216797e-06,1.351144224550383e-09,0
grid,MHEALTH,1,M3,late_product,8,shuffle_B,1987,1.9073486328125e-06,1.540518390044649e-09,0
grid,MHEALTH,1,M3,late_mean,8,reverse,1987,1.7881393432617188e-07,3.552265399016062e-09,0
grid,MHEALTH,1,M3,late_mean,8,shuffle_A,1987,1.1920928955078125e-07,2.221583912953773e-09,0
grid,MHEALTH,1,M3,late_mean,8,shuffle_B,1987,1.1920928955078125e-07,2.4261014597175133e-09,0
grid,MHEALTH,1,M3,cpsa,8,reverse,1987,2.384185791015625e-07,2.672891268149636e-09,0
grid,MHEALTH,1,M3,cpsa,8,shuffle_A,1987,2.980232238769531e-07,3.1628556394752594e-09,0
grid,MHEALTH,1,M3,cpsa,8,shuffle_B,1987,2.980232238769531e-07,4.5734784531135865e-09,0
grid,MHEALTH,1,M3,late_product,16,reverse,1987,6.67572021484375e-06,7.274252148554573e-09,0
grid,MHEALTH,1,M3,late_product,16,shuffle_A,1987,6.67572021484375e-06,5.523769164522197e-09,0
grid,MHEALTH,1,M3,late_product,16,shuffle_B,1987,6.67572021484375e-06,4.8992437296413535e-09,0
grid,MHEALTH,1,M3,late_mean,16,reverse,1987,1.7881393432617188e-07,3.7300346964237835e-09,0
grid,MHEALTH,1,M3,late_mean,16,shuffle_A,1987,1.7881393432617188e-07,3.562826851962365e-09,0
grid,MHEALTH,1,M3,late_mean,16,shuffle_B,1987,1.7881393432617188e-07,3.7013064092820497e-09,0
grid,MHEALTH,1,M3,cpsa,16,reverse,1987,2.384185791015625e-07,2.2785398023455316e-09,0
grid,MHEALTH,1,M3,cpsa,16,shuffle_A,1987,2.384185791015625e-07,2.206676058089419e-09,0
grid,MHEALTH,1,M3,cpsa,16,shuffle_B,1987,2.384185791015625e-07,2.588608736613888e-09,0
grid,MHEALTH,1,M3,late_product,32,reverse,1987,1.9043684005737305e-05,6.937393271195389e-09,0
grid,MHEALTH,1,M3,late_product,32,shuffle_A,1987,5.7220458984375e-06,2.6800054739962795e-09,0
grid,MHEALTH,1,M3,late_product,32,shuffle_B,1987,1.33514404296875e-05,3.7747344922307e-09,0
grid,MHEALTH,1,M3,late_mean,32,reverse,1987,1.7881393432617188e-07,3.4738315453712928e-09,0
grid,MHEALTH,1,M3,late_mean,32,shuffle_A,1987,1.1920928955078125e-07,7.994839353686855e-10,0
grid,MHEALTH,1,M3,late_mean,32,shuffle_B,1987,1.1920928955078125e-07,2.1139496066734942e-09,0
grid,MHEALTH,1,M3,cpsa,32,reverse,1987,4.172325134277344e-07,1.8639103951923735e-09,0
