dataset,seed,source,operator,k,eta,n_test,n_boundary_degenerate,frac_boundary_degenerate,mean_l1_exact_vs_clean,max_l1_exact_vs_clean,mean_l1_near_vs_clean,max_l1_near_vs_clean,mean_l1_near_vs_exact,max_l1_near_vs_exact,flip_rate_near_vs_clean,flip_count_near_vs_clean,flip_rate_near_vs_exact,flip_count_near_vs_exact,mean_single_copy_l1,mean_maxdir_single_copy_l1,max_maxdir_single_copy_l1,mean_token_l1_to_p,max_token_l1_to_p,frac_token_l1_ge_90pct_eta,movement_ratio,trajectory_error_ratio
MHEALTH,0,M1,late_mean,8,0.05,1987,0,0.0,0.32618464039767975,0.9330322176645107,0.3261846422805531,0.9330322176645107,2.915147805797039e-08,1.4901161193847656e-07,0.10619023653749371,211,0.0,0,0.007701143370973097,0.007701154457905724,0.016666725277900696,0.023103437005441096,0.05,0.36436839456467035,1.0000000057724157,8.937109369230052e-08
MHEALTH,0,M1,cpsa,8,0.05,1987,0,0.0,0.37022820251084976,1.5187121943151842,0.36970534513763337,1.5185988824586074,0.0006573947001715011,0.005707885162237858,0.12128837443381983,241,0.0005032712632108706,1,0.00883520051908122,0.009013258682991533,0.04492735736573053,0.023103437005441096,0.05,0.36436839456467035,0.9985877429929151,0.0017756472783897002
MHEALTH,0,M1,late_product,16,0.01,1987,0,0.0,0.21639180034872155,2.00000012935331,0.21639990137060874,2.00000012935331,8.505244441877363e-06,0.004288911819458008,0.10518369401107197,209,0.0,0,0.006964023046983874,0.009630569355821503,1.0400469455775376,0.00654564514235058,0.01,0.571716155007549,1.0000374368246585,3.9304837004779846e-05
MHEALTH,0,M1,late_mean,16,0.01,1987,0,0.0,0.38831504872188727,1.1107525570704262,0.3883150528505845,1.1107526765125464,8.691389029315974e-08,3.0174851417541504e-07,0.11373930548565676,226,0.0,0,0.0021818804843232336,0.002181886859101102,0.0033333972096443176,0.00654564514235058,0.01,0.571716155007549,1.000000010632339,2.2382313170512174e-07
MHEALTH,0,M1,cpsa,16,0.01,1987,0,0.0,0.40347919551142397,1.7439625661280838,0.40344658451530596,1.7438751992974089,3.9206595807117e-05,0.0002566744388152742,0.1303472571716155,259,0.0,0,0.0025381320996651323,0.002549835444990272,0.009102927727730803,0.00654564514235058,0.01,0.571716155007549,0.999919175520124,9.717129468700677e-05
MHEALTH,0,M1,late_product,16,0.05,1987,0,0.0,0.21639180034872155,2.00000012935331,0.21659734124615365,2.00000012935331,0.0002159540354308595,0.11541298031806946,0.10518369401107197,209,0.0,0,0.0114582954948002,0.015850789624328263,1.0400469455775376,0.023103437005441096,0.05,0.36436839456467035,1.0009498552953526,0.0009979769801020345
MHEALTH,0,M1,late_mean,16,0.05,1987,0,0.0,0.38831504872188727,1.1107525570704262,0.3883150516129613,1.1107526765125464,9.44518849113044e-08,3.0174851417541504e-07,0.11373930548565676,226,0.0,0,0.007701143370973097,0.007701154457905724,0.016666725277900696,0.023103437005441096,0.05,0.36436839456467035,1.0000000074451765,2.432351906581689e-07
MHEALTH,0,M1,cpsa,16,0.05,1987,0,0.0,0.40347919551142397,1.7439625661280838,0.40294797644567554,1.7438009389597942,0.0006510537194057371,0.0049636493258873315,0.1303472571716155,259,0.0,0,0.00883520051908122,0.009013258682991533,0.04492735736573053,0.023103437005441096,0.05,0.36436839456467035,0.9986834040722345,0.0016135992305142369
MHEALTH,0,M1,late_product,32,0.01,1987,0,0.0,0.24000482582681826,2.00000012935331,0.2400070929879042,2.00000012935331,2.9185883952916998e-06,0.0019812285900115967,0.11575239053850025,230,0.0,0,0.006964023046983874,0.009630569355821503,1.0400469455775376,0.00654564514235058,0.01,0.571716155007549,1.0000094463145819,1.2160540460955912e-05
MHEALTH,0,M1,late_mean,32,0.01,1987,0,0.0,0.4248623404423514,1.2152942768035646,0.424862347577171,1.2152939793624173,1.802676305838767e-07,5.960609996691346e-07,0.12330145948666331,245,0.0,0,0.0021818804843232336,0.002181886859101102,0.0033333972096443176,0.00654564514235058,0.01,0.571716155007549,1.0000000167932503,4.242965624964277e-07
