seed,source,k,attn_mean,attn_median,attn_p10,attn_p90,attn_min,attn_max,mean_l1_to_pj
2,M2,3,0.68017101287841797,0.64039438962936401,0.59959512948989868,0.81909406185150146,0.41161501407623291,0.94792187213897705,0.20918464660644531
2,M2,5,0.80546796321868896,0.79984217882156372,0.71453392505645752,0.93897491693496704,0.68375730514526367,0.97701668739318848,0.095406368374824524
2,M2,8,0.87778127193450928,0.87355786561965942,0.80027884244918823,0.97643870115280151,0.80000340938568115,0.99095189571380615,0.045781228691339493
2,M2,16,0.93799489736557007,0.93566536903381348,0.88908517360687256,0.99294054508209229,0.88889122009277344,0.99725526571273804,0.017407514154911041
2,M2,32,0.96862566471099854,0.96803790330886841,0.94129395484924316,0.99739259481430054,0.9411778450012207,0.99898821115493774,0.0074774539098143578
2,M2,64,0.98419773578643799,0.98417127132415771,0.96976166963577271,0.99889349937438965,0.96969759464263916,0.99957287311553955,0.0034625350963324308
2,M2,100,0.98985785245895386,0.98987811803817749,0.9804350733757019,0.99933457374572754,0.98039275407791138,0.99974340200424194,0.0021556715946644545
2,M3,1,0.32141783833503723,0.33333516120910645,0.16889971494674683,0.45605382323265076,0.063720129430294037,0.71113342046737671,0.50707066059112549
2,M3,2,0.54102396965026855,0.50609195232391357,0.45835810899734497,0.66433936357498169,0.27291509509086609,0.89734756946563721,0.29981246590614319
2,M3,3,0.67354720830917358,0.64390957355499268,0.598663330078125,0.80318480730056763,0.50265979766845703,0.94852441549301147,0.18162630498409271
2,M3,5,0.80083125829696655,0.79611486196517944,0.71429067850112915,0.91619223356246948,0.68536782264709473,0.97898060083389282,0.085260599851608276
2,M3,8,0.87521839141845703,0.87826836109161377,0.80008304119110107,0.9612739086151123,0.79876899719238281,0.99154704809188843,0.042273767292499542
2,M3,16,0.93714344501495361,0.93881112337112427,0.88903898000717163,0.98725020885467529,0.88888955116271973,0.9973413348197937,0.016581816598773003
2,M3,32,0.96832656860351562,0.96863949298858643,0.94126904010772705,0.99494290351867676,0.9411771297454834,0.99899393320083618,0.0072384318336844444
2,M3,64,0.98408442735671997,0.98431527614593506,0.96974897384643555,0.99780005216598511,0.96969735622406006,0.9995613694190979,0.0033723849337548018
2,M3,100,0.98979455232620239,0.9899747371673584,0.98042762279510498,0.99866735935211182,0.9803924560546875,0.99973315000534058,0.0021036250982433558
