seed,source,k,operator,n_tokens,accuracy,ece,nll,brier,confidence,conf_acc_gap,entropy,d_accuracy,d_ece,d_nll,d_brier,d_confidence,mean_l1_to_k1,prediction_flip_rate,mean_l1_to_pj,source_top_class_agreement,unique_source_argmax_frac,n
0,M2,5,cpsa,7,0.73427277302466032,0.14106661994732017,0.75970983505249023,0.39268550276756287,0.87415862083435059,0.13988584780969027,0.35591322183609009,-0.14393558127830897,0.03269066503735478,0.29532754421234131,0.17500177025794983,0.079586267471313477,0.42392265796661377,0.26824358329139408,0.12065710127353668,0.99547055863110212,1,1987
0,M2,8,cpsa,10,0.73175641670860592,0.17180244715356566,0.90547764301300049,0.43821942806243896,0.89462423324584961,0.16286781653724369,0.30144235491752625,-0.14645193759436337,0.063426492243600266,0.44109535217285156,0.22053569555282593,0.1000518798828125,0.47809258103370667,0.27075993960744843,0.06644400954246521,0.99798691494715652,1,1987
0,M2,16,cpsa,18,0.73024660291897336,0.1931756464872279,1.1020731925964355,0.47197845578193665,0.90811580419540405,0.17786920127643069,0.25274410843849182,-0.14796175138399592,0.084799691577262512,0.63769090175628662,0.25429472327232361,0.11354345083236694,0.51598584651947021,0.27226975339708104,0.028501234948635101,0.99949672873678908,1,1987
0,M2,32,cpsa,34,0.72974333165576244,0.20867542462788102,1.2675811052322388,0.48572638630867004,0.91327804327011108,0.18353471161434864,0.22827848792076111,-0.14846502264720685,0.10029946971791563,0.80319881439208984,0.26804265379905701,0.11870568990707397,0.5315014123916626,0.27277302466029191,0.012960024178028107,1,1,1987
0,M2,64,cpsa,66,0.72974333165576244,0.21218419866941052,1.408598780632019,0.49162140488624573,0.91543936729431152,0.18569603563854908,0.21588048338890076,-0.14846502264720685,0.10380824375944513,0.94421648979187012,0.27393767237663269,0.12086701393127441,0.53830325603485107,0.27277302466029191,0.0061459080316126347,1,1,1987
0,M2,100,cpsa,102,0.72974333165576244,0.21386390471494432,1.489294171333313,0.49357056617736816,0.91614848375320435,0.18640515209744191,0.21128262579441071,-0.14846502264720685,0.10548794980497893,1.0249118804931641,0.27588683366775513,0.12157613039016724,0.54058903455734253,0.27277302466029191,0.0038557033985853195,1,1,1987
0,M3,1,cpsa,3,0.87820835430296929,0.10837595490996539,0.46438229084014893,0.21768373250961304,0.79457235336303711,-0.083636000939932176,0.5036197304725647,0,0,0,0,0,0,0,0.56728094816207886,0.72622043281328641,1,1987
0,M3,2,cpsa,4,0.83341721187720186,0.086662045497659115,0.44700956344604492,0.20672453939914703,0.80935651063919067,-0.024060701238011184,0.4788622260093689,-0.044791142425767427,-0.021713909412306276,-0.017372727394104004,-0.010959193110466003,0.014784157276153564,0.20092706382274628,0.11071967790639155,0.36648979783058167,0.83543029693004534,1,1987
0,M3,3,cpsa,5,0.83744338198288881,0.086319222123885667,0.4778296947479248,0.22977252304553986,0.83496922254562378,-0.0024741594372650333,0.43362316489219666,-0.040764972320080473,-0.022056732786079725,0.013447403907775879,0.012088790535926819,0.04039686918258667,0.31607788801193237,0.19224962254655259,0.25136083364486694,0.91847005535983894,1,1987
0,M3,5,cpsa,7,0.79214896829391046,0.098816031118583933,0.5479850172996521,0.27046319842338562,0.87140655517578125,0.07925758688187079,0.36364465951919556,-0.086059386009058825,-0.0095599237913814583,0.083602726459503174,0.052779465913772583,0.076834201812744141,0.42613175511360168,0.24962254655259183,0.14132170379161835,0.97584297936587816,1,1987
0,M3,8,cpsa,10,0.78007045797684949,0.11393650104847157,0.6245083212852478,0.30167296528816223,0.89400702714920044,0.11393656917235095,0.30844733119010925,-0.0981378963261198,0.0055605461385061783,0.16012603044509888,0.083989232778549194,0.09943467378616333,0.48743116855621338,0.26472068444891794,0.080005362629890442,0.99094111726220435,1,1987
0,M3,16,cpsa,18,0.77755410166079519,0.13312447473039321,0.73098510503768921,0.32806104421615601,0.91067856550216675,0.13312446384137155,0.25641041994094849,-0.10065425264217409,0.02474851982042782,0.26660281419754028,0.11037731170654297,0.11610621213912964,0.53236567974090576,0.26975339708102669,0.035019181668758392,0.99597382989431305,1,1987
0,M3,32,cpsa,34,0.77604428787116253,0.14145863492643646,0.8202061653137207,0.33984830975532532,0.91750288009643555,0.14145859222527302,0.22949080169200897,-0.10216406643180675,0.033082680016471064,0.35582387447357178,0.12216457724571228,0.12293052673339844,0.55129295587539673,0.2712632108706593,0.016046708449721336,0.9974836436839456,1,1987
0,M3,64,cpsa,66,0.77453447408152998,0.1459525508471452,0.89338701963424683,0.34512406587600708,0.92048698663711548,0.1459525125555855,0.21574237942695618,-0.10367388022143931,0.03757659593717981,0.4290047287940979,0.12744033336639404,0.12591463327407837,0.55967628955841064,0.27327629592350278,0.0076354276388883591,0.99949672873678908,1,1987
0,M3,100,cpsa,102,0.77453447408152998,0.14694245460348987,0.93357300758361816,0.34690356254577637,0.92147696018218994,0.14694248610065996,0.21063551306724548,-0.10367388022143931,0.038566499693524478,0.46919071674346924,0.12921983003616333,0.12690460681915283,0.56250542402267456,0.27327629592350278,0.0047955997288227081,0.99949672873678908,1,1987
1,M1,1,late_product,3,0.89682939104177151,0.073819221175970867,1.0164449214935303,0.17675670981407166,0.96924275159835815,0.072413360556586648,0.06339968740940094,0,0,0,0,0,0,0,0.43960744142532349,0.80926019124308002,1,1987
1,M1,2,late_product,4,0.86361348766985402,0.12393416018118854,1.7896249294281006,0.25899699330329895,0.98350322246551514,0.11988973479566112,0.041152410209178925,-0.033215903371917488,0.050114939005217671,0.77318000793457031,0.082240283489227295,0.014260470867156982,0.11482394486665726,0.058379466532460997,0.34625580906867981,0.85908404630095625,1,1987
1,M1,3,late_product,5,0.85304479114242582,0.14001286059812976,2.337249755859375,0.28913024067878723,0.98629570007324219,0.13325090893081637,0.031468737870454788,-0.043784599899345689,0.06619363942215889,1.3208048343658447,0.11237353086471558,0.017052948474884033,0.15728011727333069,0.078007045797684957,0.31635364890098572,0.87468545546049326,1,1987
1,M1,5,late_product,7,0.83794665324609963,0.1575848253815991,3.3457207679748535,0.31959831714630127,0.98832303285598755,0.15037637960988792,0.024375885725021362,-0.05888273779567188,0.08376560420562823,2.3292758464813232,0.14284160733222961,0.019080281257629395,0.19295106828212738,0.096124811273276295,0.28938362002372742,0.89280322093608455,1,1987
1,M1,8,late_product,10,0.80976346250629094,0.17956945844553315,4.2207150459289551,0.36380684375762939,0.98933297395706177,0.17956951145077082,0.022548511624336243,-0.087065928535480563,0.10575023726956229,3.2042701244354248,0.18705013394355774,0.020090222358703613,0.22917279601097107,0.11927528938097634,0.2561672031879425,0.92098641167589335,1,1987
1,M1,16,late_product,18,0.78208354302969296,0.21315363117001074,5.0376529693603516,0.42436081171035767,0.99473553895950317,0.21265199592981021,0.012999599799513817,-0.11474584801207854,0.13933440999403987,4.0212080478668213,0.24760410189628601,0.02549278736114502,0.27963677048683167,0.14443885254151989,0.23212480545043945,0.95067941620533469,1,1987
1,M1,32,late_product,34,0.76849521892299955,0.22883796760888325,5.636021614074707,0.45830351114273071,0.99716764688491821,0.22867242796191867,0.0075247636996209621,-0.12833417211877196,0.15501874643291239,4.6195766925811768,0.28154680132865906,0.027924895286560059,0.30991202592849731,0.15752390538500252,0.22552226483821869,0.96577755410166077,1,1987
1,M1,64,late_product,66,0.75289380976346254,0.24581864177730733,6.229978084564209,0.49158710241317749,0.99871248006820679,0.24581867030474425,0.0029864364769309759,-0.14393558127830897,0.17199942060133647,5.2135331630706787,0.31483039259910583,0.029469728469848633,0.34399375319480896,0.17463512833417211,0.22064761817455292,0.98389531957725218,1,1987
1,M1,100,late_product,102,0.74836436839456466,0.2513215735622189,6.6293115615844727,0.50227296352386475,0.99939566850662231,0.25103130011205765,0.0017919791862368584,-0.14846502264720685,0.17750235238624804,5.6128666400909424,0.32551625370979309,0.03015291690826416,0.35402929782867432,0.17916456970306996,0.22062528133392334,0.98842476094614995,1,1987
1,M2,1,late_product,3,0.89682939104177151,0.073819221175970867,1.0164449214935303,0.17675670981407166,0.96924275159835815,0.072413360556586648,0.06339968740940094,0,0,0,0,0,0,0,0.63979828357696533,0.68142929038751887,1,1987
1,M2,2,late_product,4,0.83241066935078012,0.16176303634705949,1.721835732460022,0.32356157898902893,0.98882460594177246,0.15641393659099234,0.029122792184352875,-0.064418721690991387,0.087943815171088624,0.7053908109664917,0.14680486917495728,0.019581854343414307,0.21098528802394867,0.11172622043281329,0.47818002104759216,0.77705083039758427,1,1987
1,M2,3,late_product,5,0.79667840966280823,0.19522423823994489,2.9945356845855713,0.39550352096557617,0.99190264940261841,0.19522423973981018,0.019837683066725731,-0.10015098137896328,0.12140501706397402,1.978090763092041,0.21874681115150452,0.022659897804260254,0.29427343606948853,0.15198792148968293,0.40727031230926514,0.81328636134876697,1,1987
1,M2,5,late_product,7,0.74685455460493211,0.24331235702636556,5.1061749458312988,0.49009141325950623,0.99016690254211426,0.24331234793718215,0.023435894399881363,-0.1499748364368394,0.16949313585039469,4.0897300243377686,0.31333470344543457,0.020924150943756104,0.41078609228134155,0.20684448917966783,0.30047443509101868,0.86965274282838445,1,1987
1,M2,8,late_product,10,0.74383492702566678,0.25488292732968304,6.6411910057067871,0.50882244110107422,0.99839186668395996,0.25455693965829318,0.0048339180648326874,-0.15299446401610473,0.18106370615371217,5.6247460842132568,0.33206573128700256,0.029149115085601807,0.46751397848129272,0.23855057876195268,0.2531297504901886,0.90236537493709112,1,1987
1,M2,16,late_product,18,0.70558631102164071,0.29196199485268132,7.1770906448364258,0.58389776945114136,0.99754828214645386,0.29196197112481315,0.0076548061333596706,-0.1912430800201308,0.21814277367671045,6.1606457233428955,0.4071410596370697,0.028305530548095703,0.58190089464187622,0.29743331655762456,0.16045401990413666,0.97433316557624561,1,1987
1,M2,32,late_product,34,0.69350780070457974,0.30531908971434207,8.2185802459716797,0.61107856035232544,0.99833071231842041,0.30482291161384067,0.0035276771523058414,-0.20332159033719177,0.23149986853837121,7.2021353244781494,0.43432185053825378,0.029087960720062256,0.61230933666229248,0.3125314544539507,0.14906440675258636,0.99094111726220435,1,1987
1,M2,64,late_product,66,0.69149471565173626,0.30822148998598392,8.4768409729003906,0.61649268865585327,0.99950611591339111,0.30801140026165486,0.0010819897288456559,-0.20533467539003525,0.23440226881001305,7.4603960514068604,0.43973597884178162,0.030263364315032959,0.61865049600601196,0.31504781077000504,0.14925132691860199,0.99496728736789131,1,1987
1,M2,100,late_product,102,0.69048817312531452,0.30942099095590764,8.5222644805908203,0.61883777379989624,0.99990922212600708,0.30942104900069256,0.00032284841290675104,-0.20634121791645699,0.23560176977993677,7.50581955909729,0.44208106398582458,0.030666470527648926,0.62047463655471802,0.31605435329642678,0.14972972869873047,0.99647710115752386,1,1987
1,M3,1,late_product,3,0.89682939104177151,0.073819221175970867,1.0164449214935303,0.17675670981407166,0.96924275159835815,0.072413360556586648,0.06339968740940094,0,0,0,0,0,0,0,0.54124933481216431,0.72974333165576244,1,1987
1,M3,2,late_product,4,0.9043784599899346,0.086302639733743122,1.3478913307189941,0.18364401161670685,0.98566579818725586,0.081287338197321257,0.034241307526826859,0.0075490689481630957,0.012483418557772255,0.33144640922546387,0.0068873018026351929,0.016423046588897705,0.093136899173259735,0.033719174635128336,0.4664517343044281,0.75641670860593857,1,1987
1,M3,3,late_product,5,0.86512330145948668,0.12792923526063185,1.8510526418685913,0.25696000456809998,0.99305254220962524,0.12792924075013856,0.017939679324626923,-0.031706089582284824,0.054110014084660985,0.83460772037506104,0.08020329475402832,0.02380979061126709,0.16537746787071228,0.077503774534474087,0.39918521046638489,0.79969803724207345,1,1987
1,M3,5,late_product,7,0.85153497735279315,0.14109056717076374,2.6738741397857666,0.28871482610702515,0.99262553453445435,0.14109055718166119,0.017294436693191528,-0.045294413688978352,0.067271345994792869,1.6574292182922363,0.11195811629295349,0.023382782936096191,0.2104756087064743,0.098641167589330656,0.35956496000289917,0.82184197282335181,1,1987
1,M3,8,late_product,10,0.8243583291394061,0.1716423329991435,3.4666576385498047,0.34404987096786499,0.99495142698287964,0.17059309784347354,0.012835425324738026,-0.072471061902365408,0.097823111823172632,2.4502127170562744,0.16729316115379333,0.025708675384521484,0.27035808563232422,0.12883744338198289,0.3078988790512085,0.85254151987921489,1,1987
1,M3,16,late_product,18,0.80020130850528437,0.19393526667857444,4.5096583366394043,0.39137062430381775,0.99413657188415527,0.1939352633788709,0.014009715057909489,-0.096628082536487137,0.12011604550260357,3.493213415145874,0.21461391448974609,0.024893820285797119,0.36666858196258545,0.17866129843985909,0.23467820882797241,0.90387518872672368,1,1987
1,M3,32,late_product,34,0.76698540513336688,0.23106746977756654,5.6497063636779785,0.46202832460403442,0.99749457836151123,0.23050917322814435,0.0060232551768422127,-0.12984398590840462,0.15724824860159567,4.6332614421844482,0.28527161478996277,0.028251826763153076,0.4967610239982605,0.2435832913940614,0.17276300489902496,0.97030699547055865,1,1987
1,M3,64,late_product,66,0.76094614997483645,0.23873956115268619,6.4471473693847656,0.47758254408836365,0.99968564510345459,0.23873949512861814,0.00097320281201973557,-0.13588324106693506,0.16492033997671532,5.4307024478912354,0.30082583427429199,0.030442893505096436,0.52522557973861694,0.25817815802717664,0.16849741339683533,0.98490186210367392,1,1987
1,M3,100,late_product,102,0.75943633618520379,0.23997773119835739,6.5394058227539062,0.47950005531311035,0.99941402673721313,0.23997769055200935,0.0015130317769944668,-0.13739305485656772,0.16615851002238652,5.522960901260376,0.3027433454990387,0.03017127513885498,0.53111296892166138,0.26119778560644186,0.16685584187507629,0.98943130347257169,1,1987
1,M1,1,late_mean,3,0.87770508303975847,0.14886941440932167,0.49315124750137329,0.24964316189289093,0.7310187816619873,-0.14668630137777117,0.59142899513244629,0,0,0,0,0,0,0,0.48413720726966858,0.84247609461499751,1,1987
1,M1,2,late_mean,4,0.79667840966280823,0.10354137273667502,0.52121233940124512,0.2691606879234314,0.76298987865447998,-0.033688531008328249,0.56794995069503784,-0.081026673376950242,-0.045328041672646646,0.028061091899871826,0.019517526030540466,0.031971096992492676,0.12103430181741714,0.096124811273276295,0.36310291290283203,0.93759436336185209,1,1987
1,M1,3,late_mean,5,0.77554101660795172,0.10928657709442316,0.54963666200637817,0.2910601794719696,0.78586572408676147,0.010324707478809758,0.53840208053588867,-0.10216406643180675,-0.039582837314898506,0.056485414505004883,0.041417017579078674,0.05484694242477417,0.19365487992763519,0.11675893306492199,0.29048231244087219,0.9587317564167086,1,1987
1,M1,5,late_mean,7,0.762455963764469,0.095856161035361084,0.59768068790435791,0.32544544339179993,0.81388533115386963,0.051429367389400626,0.48947745561599731,-0.11524911927528947,-0.053013253373960581,0.10452944040298462,0.075802281498908997,0.082866549491882324,0.2766498327255249,0.12934071464519376,0.20748737454414368,0.97181680926019121,1,1987
1,M1,8,late_mean,10,0.75490689481630602,0.12380186990690878,0.65159964561462402,0.3577844500541687,0.83589154481887817,0.080984650002572156,0.44046568870544434,-0.12279818822345245,-0.025067544502412886,0.15844839811325073,0.10814128816127777,0.10487276315689087,0.33889603614807129,0.13940613990941117,0.1452411562204361,0.9818822345244087,1,1987
1,M1,16,late_mean,18,0.74786109713135385,0.14166805716573624,0.74129945039749146,0.39725139737129211,0.85943448543548584,0.11157338830413199,0.37501412630081177,-0.12984398590840462,-0.0072013572435854212,0.24814820289611816,0.14760823547840118,0.12841570377349854,0.40344768762588501,0.14645193759436337,0.080689534544944763,0.98892803220936087,1,1987
