seed,source,k,operator,subject,n,accuracy,nll,brier,confidence,prediction_flip_rate,mean_l1_to_k1
0,M1,8,late_mean,8,654,0.51681957186544347,1.4164156913757324,0.71333551406860352,0.82208120822906494,0.14220183486238533,0.49050450325012207
0,M1,8,late_mean,9,671,0.96274217585693,0.18826994299888611,0.10499533265829086,0.86708164215087891,0.037257824143070044,0.16825126111507416
0,M1,8,late_mean,10,662,0.84138972809667678,0.44950708746910095,0.26020151376724243,0.83491021394729614,0.1404833836858006,0.32393103837966919
0,M1,16,late_mean,8,654,0.51223241590214064,1.6200911998748779,0.79197537899017334,0.86425071954727173,0.14984709480122324,0.58393394947052002
0,M1,16,late_mean,9,671,0.95380029806259314,0.18933267891407013,0.11237045377492905,0.87504583597183228,0.046199701937406856,0.20029909908771515
0,M1,16,late_mean,10,662,0.8368580060422961,0.52500146627426147,0.29959806799888611,0.848926842212677,0.14652567975830816,0.38563218712806702
0,M1,32,late_mean,8,654,0.50458715596330272,1.8291189670562744,0.84265816211700439,0.88928878307342529,0.15749235474006115,0.63889241218566895
0,M1,32,late_mean,9,671,0.94038748137108796,0.19117547571659088,0.11782825738191605,0.88011687994003296,0.059612518628912071,0.21915082633495331
0,M1,32,late_mean,10,662,0.82930513595166166,0.60194331407546997,0.32531508803367615,0.85753446817398071,0.15407854984894259,0.42192694544792175
0,M1,64,late_mean,8,654,0.50305810397553519,2.0293538570404053,0.87168467044830322,0.90305078029632568,0.15902140672782875,0.66886979341506958
0,M1,64,late_mean,9,671,0.93591654247391953,0.1927143931388855,0.12115476280450821,0.8829914927482605,0.064083457526080481,0.2294335663318634
0,M1,64,late_mean,10,662,0.82930513595166166,0.67637383937835693,0.34013637900352478,0.8623548150062561,0.15407854984894259,0.44172415137290955
0,M1,100,late_mean,8,654,0.50305810397553519,2.1492393016815186,0.88282108306884766,0.90821266174316406,0.15902140672782875,0.68011122941970825
0,M1,100,late_mean,9,671,0.93442622950819676,0.19341938197612762,0.12246580421924591,0.88409817218780518,0.065573770491803282,0.23328946530818939
0,M1,100,late_mean,10,662,0.82175226586102723,0.72183871269226074,0.34583884477615356,0.864188551902771,0.16163141993957703,0.44914799928665161
0,M2,1,late_mean,8,654,0.63761467889908252,1.0085262060165405,0.4558599591255188,0.61327564716339111,0,0
0,M2,1,late_mean,9,671,0.9940387481371088,0.21142426133155823,0.10559449344873428,0.83886265754699707,0,0
0,M2,1,late_mean,10,662,0.98036253776435045,0.29489675164222717,0.14266905188560486,0.7802768349647522,0,0
0,M2,2,late_mean,8,654,0.51834862385321101,1.0536737442016602,0.50867104530334473,0.64960545301437378,0.327217125382263,0.20279042422771454
0,M2,2,late_mean,9,671,0.88971684053651268,0.26850533485412598,0.15204416215419769,0.81451934576034546,0.11028315946348734,0.086115367710590363
0,M2,2,late_mean,10,662,0.95317220543806647,0.25882095098495483,0.12016294151544571,0.80794429779052734,0.054380664652567974,0.11333400011062622
0,M2,3,late_mean,8,654,0.49235474006116209,1.1123677492141724,0.56186318397521973,0.70291298627853394,0.44189602446483178,0.32446464896202087
0,M2,3,late_mean,9,671,0.80923994038748137,0.31246843934059143,0.18798790872097015,0.8249276876449585,0.19076005961251863,0.13778458535671234
0,M2,3,late_mean,10,662,0.91389728096676737,0.2478896826505661,0.11595963686704636,0.83214724063873291,0.093655589123867067,0.18133440613746643
0,M2,5,late_mean,8,654,0.49082568807339449,1.2197198867797852,0.64240396022796631,0.77007901668548584,0.44954128440366975,0.46352094411849976
0,M2,5,late_mean,9,671,0.80476900149031294,0.37771016359329224,0.23648123443126678,0.83803743124008179,0.19821162444113263,0.19683513045310974
0,M2,5,late_mean,10,662,0.91238670694864044,0.2461080402135849,0.11969701945781708,0.86244595050811768,0.095166163141993956,0.25904914736747742
0,M2,8,late_mean,8,654,0.49082568807339449,1.3468016386032104,0.71663451194763184,0.82055926322937012,0.44954128440366975,0.56781315803527832
0,M2,8,late_mean,9,671,0.79880774962742174,0.44512298703193665,0.27804163098335266,0.84852075576782227,0.20417287630402384,0.2411230206489563
0,M2,8,late_mean,10,662,0.91087613293051362,0.25552642345428467,0.12847886979579926,0.8853754997253418,0.096676737160120846,0.31733518838882446
0,M2,16,late_mean,8,654,0.48776758409785931,1.5697073936462402,0.80613070726394653,0.8730623722076416,0.45259938837920488,0.67596811056137085
0,M2,16,late_mean,9,671,0.79135618479880776,0.55172938108444214,0.32584041357040405,0.86004447937011719,0.21162444113263784,0.28705126047134399
0,M2,16,late_mean,10,662,0.91087613293051362,0.28471139073371887,0.14299888908863068,0.90928840637207031,0.096676737160120846,0.37777999043464661
0,M2,32,late_mean,8,654,0.48776758409785931,1.8167082071304321,0.86472856998443604,0.90396314859390259,0.45259938837920488,0.73958861827850342
0,M2,32,late_mean,9,671,0.7883755588673621,0.66009128093719482,0.35619232058525085,0.86698973178863525,0.21460506706408347,0.31406784057617188
0,M2,32,late_mean,10,662,0.91087613293051362,0.32608705759048462,0.15411458909511566,0.92335480451583862,0.096676737160120846,0.41333574056625366
0,M2,64,late_mean,8,654,0.48776758409785931,2.072230339050293,0.89854967594146729,0.92081809043884277,0.45259938837920488,0.77429056167602539
0,M2,64,late_mean,9,671,0.78688524590163933,0.76421636343002319,0.37344571948051453,0.87081307172775269,0.21609538002980627,0.32880401611328125
0,M2,64,late_mean,10,662,0.91087613293051362,0.3742402195930481,0.16098147630691528,0.93102735280990601,0.096676737160120846,0.4327298104763031
0,M2,100,late_mean,8,654,0.48776758409785931,2.2364010810852051,0.91157090663909912,0.92713898420333862,0.45259938837920488,0.78730404376983643
0,M2,100,late_mean,9,671,0.78688524590163933,0.82696586847305298,0.38004276156425476,0.87225186824798584,0.21609538002980627,0.33433037996292114
0,M2,100,late_mean,10,662,0.91087613293051362,0.40709933638572693,0.16370286047458649,0.93390446901321411,0.096676737160120846,0.44000259041786194
0,M3,1,late_mean,8,654,0.63761467889908252,1.0085262060165405,0.4558599591255188,0.61327564716339111,0,0
0,M3,1,late_mean,9,671,0.9940387481371088,0.21142426133155823,0.10559449344873428,0.83886265754699707,0,0
0,M3,1,late_mean,10,662,0.98036253776435045,0.29489675164222717,0.14266905188560486,0.7802768349647522,0,0
0,M3,2,late_mean,8,654,0.75688073394495414,0.95460927486419678,0.40399724245071411,0.63626366853713989,0.38685015290519875,0.21889498829841614
0,M3,2,late_mean,9,671,0.96274217585693,0.18376646935939789,0.085982330143451691,0.86380630731582642,0.03129657228017884,0.080790780484676361
0,M3,2,late_mean,10,662,0.82175226586102723,0.32724830508232117,0.1725119948387146,0.7830689549446106,0.1782477341389728,0.12868884205818176
0,M3,3,late_mean,8,654,0.74159021406727832,0.94913744926452637,0.39581158757209778,0.67471450567245483,0.43425076452599387,0.35023197531700134
0,M3,3,late_mean,9,671,0.94932935916542471,0.17185831069946289,0.080375947058200836,0.88234204053878784,0.044709388971684055,0.12926524877548218
0,M3,3,late_mean,10,662,0.80211480362537768,0.35907664895057678,0.20273932814598083,0.80704140663146973,0.20241691842900303,0.20590214431285858
